Job,Production_Plan_ID,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
60,3,8,4861,M09,5833.0,22.0,994.0,5855.0
60,3,9,4861,M05,5890.0,43.0,1072.0,5933.0
61,7,9,5105,M03,5858.0,79.0,832.0,5937.0
62,2,5,5179,M05,5880.0,10.0,711.0,5890.0
62,2,6,5179,M07,5890.0,12.0,723.0,5902.0
62,2,7,5179,M06,6353.0,89.0,1263.0,6442.0
62,2,8,5179,M09,6442.0,45.0,1308.0,6487.0
62,2,9,5179,M04,6487.0,33.0,1341.0,6520.0
63,5,4,5239,M08,5871.0,48.0,680.0,5919.0
63,5,5,5239,M09,5919.0,72.0,752.0,5991.0
63,5,6,5239,M00,5991.0,47.0,799.0,6038.0
63,5,7,5239,M06,6038.0,65.0,864.0,6103.0
63,5,8,5239,M04,6103.0,6.0,870.0,6109.0
63,5,9,5239,M07,6109.0,25.0,895.0,6134.0
64,9,6,5413,M05,5833.0,47.0,467.0,5880.0
64,9,7,5413,M03,6013.0,52.0,652.0,6065.0
64,9,8,5413,M04,6168.0,90.0,845.0,6258.0
64,9,9,5413,M07,6352.0,45.0,984.0,6397.0
65,8,1,5586,M01,5861.0,69.0,344.0,5930.0
65,8,2,5586,M03,5937.0,76.0,427.0,6013.0
65,8,3,5586,M05,6020.0,51.0,485.0,6071.0
65,8,4,5586,M02,6071.0,85.0,570.0,6156.0
65,8,5,5586,M09,6156.0,11.0,581.0,6167.0
65,8,6,5586,M06,6167.0,40.0,621.0,6207.0
65,8,7,5586,M07,6207.0,89.0,710.0,6296.0
65,8,8,5586,M04,6296.0,26.0,736.0,6322.0
65,8,9,5586,M08,6322.0,74.0,810.0,6396.0
66,4,4,5587,M03,5796.0,26.0,235.0,5822.0
66,4,5,5587,M04,5822.0,69.0,304.0,5891.0
66,4,6,5587,M08,5919.0,21.0,353.0,5940.0
66,4,7,5587,M07,5940.0,49.0,402.0,5989.0
66,4,8,5587,M09,5991.0,72.0,476.0,6063.0
66,4,9,5587,M06,6103.0,53.0,569.0,6156.0
67,0,2,5649,M02,5782.0,9.0,142.0,5791.0
67,0,3,5649,M03,5822.0,36.0,209.0,5858.0
67,0,4,5649,M04,5891.0,49.0,291.0,5940.0
67,0,5,5649,M05,5940.0,11.0,302.0,5951.0
67,0,6,5649,M06,5951.0,62.0,364.0,6013.0
67,0,7,5649,M07,6013.0,56.0,420.0,6069.0
67,0,8,5649,M08,6069.0,44.0,464.0,6113.0
67,0,9,5649,M09,6113.0,21.0,485.0,6134.0
68,6,1,5651,M00,5847.0,37.0,233.0,5884.0
68,6,2,5651,M03,6101.0,61.0,511.0,6162.0
68,6,3,5651,M02,6162.0,13.0,524.0,6175.0
68,6,4,5651,M06,6321.0,32.0,702.0,6353.0
68,6,5,5651,M05,6353.0,21.0,723.0,6374.0
68,6,6,5651,M09,6374.0,32.0,755.0,6406.0
68,6,7,5651,M08,6406.0,89.0,844.0,6495.0
68,6,8,5651,M07,6495.0,30.0,874.0,6525.0
68,6,9,5651,M04,6525.0,55.0,929.0,6580.0
69,1,0,5667,M00,5804.0,43.0,180.0,5847.0
69,1,1,5667,M02,5857.0,90.0,280.0,5947.0
69,1,2,5667,M04,6028.0,75.0,436.0,6103.0
69,1,3,5667,M09,6167.0,11.0,511.0,6178.0
69,1,4,5667,M03,6178.0,69.0,580.0,6247.0
69,1,5,5667,M01,6247.0,28.0,608.0,6275.0
69,1,6,5667,M06,6275.0,46.0,654.0,6321.0
69,1,7,5667,M05,6374.0,46.0,753.0,6420.0
69,1,8,5667,M07,6420.0,72.0,825.0,6492.0
69,1,9,5667,M08,6558.0,30.0,921.0,6588.0
70,0,0,5757,M00,5884.0,29.0,156.0,5913.0
70,0,1,5757,M01,5930.0,78.0,251.0,6008.0
70,0,2,5757,M02,6008.0,9.0,260.0,6017.0
70,0,3,5757,M03,6065.0,36.0,344.0,6101.0
70,0,4,5757,M04,6119.0,49.0,411.0,6168.0
70,0,5,5757,M05,6196.0,11.0,450.0,6207.0
70,0,6,5757,M06,6207.0,62.0,512.0,6269.0
70,0,7,5757,M07,6296.0,56.0,595.0,6352.0
70,0,8,5757,M08,6495.0,44.0,782.0,6539.0
70,0,9,5757,M09,6539.0,21.0,803.0,6560.0
71,9,0,5768,M01,5776.0,85.0,93.0,5861.0
71,9,1,5768,M00,5913.0,13.0,158.0,5926.0
71,9,2,5768,M02,5947.0,61.0,240.0,6008.0
71,9,3,5768,M06,6156.0,7.0,395.0,6163.0
71,9,4,5768,M08,6163.0,64.0,459.0,6227.0
71,9,5,5768,M09,6227.0,76.0,535.0,6303.0
71,9,6,5768,M05,6532.0,47.0,811.0,6579.0
71,9,7,5768,M03,6579.0,52.0,863.0,6631.0
71,9,8,5768,M04,6724.0,90.0,1046.0,6814.0
71,9,9,5768,M07,6872.0,45.0,1149.0,6917.0
72,8,0,5852,M00,6038.0,76.0,262.0,6114.0
72,8,1,5852,M01,6114.0,69.0,331.0,6183.0
72,8,2,5852,M03,6247.0,76.0,471.0,6323.0
72,8,3,5852,M05,6481.0,51.0,680.0,6532.0
72,8,4,5852,M02,6532.0,85.0,765.0,6617.0
72,8,5,5852,M09,6617.0,11.0,776.0,6628.0
72,8,6,5852,M06,6628.0,40.0,816.0,6668.0
72,8,7,5852,M07,6700.0,89.0,937.0,6789.0
72,8,8,5852,M04,6814.0,26.0,988.0,6840.0
72,8,9,5852,M08,6842.0,74.0,1064.0,6916.0
73,2,0,5887,M01,6008.0,91.0,212.0,6099.0
73,2,1,5887,M00,6200.0,85.0,398.0,6285.0
73,2,2,5887,M03,6323.0,39.0,475.0,6362.0
73,2,3,5887,M02,6362.0,74.0,549.0,6436.0
73,2,4,5887,M08,6588.0,90.0,791.0,6678.0
73,2,5,5887,M05,6678.0,10.0,801.0,6688.0
73,2,6,5887,M07,6688.0,12.0,813.0,6700.0
73,2,7,5887,M06,6700.0,89.0,902.0,6789.0
73,2,8,5887,M09,6789.0,45.0,947.0,6834.0
73,2,9,5887,M04,6840.0,33.0,986.0,6873.0
74,7,0,5949,M02,6017.0,31.0,99.0,6048.0
74,7,1,5949,M00,6114.0,86.0,251.0,6200.0
74,7,2,5949,M01,6200.0,46.0,297.0,6246.0
74,7,3,5949,M05,6246.0,74.0,371.0,6320.0
74,7,4,5949,M04,6322.0,32.0,405.0,6354.0
74,7,5,5949,M06,6442.0,88.0,581.0,6530.0
74,7,6,5949,M08,6539.0,19.0,609.0,6558.0
74,7,7,5949,M09,6560.0,48.0,659.0,6608.0
74,7,8,5949,M07,6608.0,36.0,695.0,6644.0
74,7,9,5949,M03,6644.0,79.0,774.0,6723.0
75,3,0,6113,M01,6275.0,81.0,243.0,6356.0
75,3,1,6113,M02,6714.0,95.0,696.0,6809.0
75,3,2,6113,M00,6809.0,71.0,767.0,6880.0
75,3,3,6113,M04,7003.0,99.0,989.0,7102.0
75,3,4,6113,M06,7102.0,9.0,998.0,7111.0
75,3,5,6113,M08,7111.0,52.0,1050.0,7163.0
75,3,6,6113,M07,7207.0,85.0,1179.0,7292.0
75,3,7,6113,M03,7292.0,98.0,1277.0,7390.0
75,3,8,6113,M09,7390.0,22.0,1299.0,7412.0
75,3,9,6113,M05,7442.0,43.0,1372.0,7485.0
76,4,0,6155,M02,6271.0,14.0,130.0,6285.0
76,4,1,6155,M00,6285.0,6.0,136.0,6291.0
76,4,2,6155,M01,6356.0,22.0,223.0,6378.0
76,4,3,6155,M05,6420.0,61.0,326.0,6481.0
76,4,4,6155,M03,6481.0,26.0,352.0,6507.0
76,4,5,6155,M04,6580.0,69.0,494.0,6649.0
76,4,6,6155,M08,6732.0,21.0,598.0,6753.0
76,4,7,6155,M07,6789.0,49.0,683.0,6838.0
76,4,8,6155,M09,6838.0,72.0,755.0,6910.0
76,4,9,6155,M06,6910.0,53.0,808.0,6963.0
77,6,0,6316,M01,6378.0,46.0,108.0,6424.0
77,6,1,6316,M00,6424.0,37.0,145.0,6461.0
77,6,2,6316,M03,6507.0,61.0,252.0,6568.0
77,6,3,6316,M02,6617.0,13.0,314.0,6630.0
77,6,4,6316,M06,6668.0,32.0,384.0,6700.0
77,6,5,6316,M05,6700.0,21.0,405.0,6721.0
77,6,6,6316,M09,6721.0,32.0,437.0,6753.0
77,6,7,6316,M08,6753.0,89.0,526.0,6842.0
77,6,8,6316,M07,6842.0,30.0,556.0,6872.0
77,6,9,6316,M04,6873.0,55.0,612.0,6928.0
78,1,0,6373,M00,6373.0,43.0,43.0,6416.0
78,1,1,6373,M02,6436.0,90.0,153.0,6526.0
78,1,2,6373,M04,6649.0,75.0,351.0,6724.0
78,1,3,6373,M09,6753.0,11.0,391.0,6764.0
78,1,4,6373,M03,6868.0,69.0,564.0,6937.0
78,1,5,6373,M01,6937.0,28.0,592.0,6965.0
78,1,6,6373,M06,6965.0,46.0,638.0,7011.0
78,1,7,6373,M05,7011.0,46.0,684.0,7057.0
78,1,8,6373,M07,7057.0,72.0,756.0,7129.0
78,1,9,6373,M08,7163.0,30.0,820.0,7193.0
79,5,0,6506,M02,6630.0,84.0,208.0,6714.0
79,5,1,6506,M01,6714.0,2.0,210.0,6716.0
79,5,2,6506,M05,6721.0,52.0,267.0,6773.0
79,5,3,6506,M03,6773.0,95.0,362.0,6868.0
79,5,4,6506,M08,6916.0,48.0,458.0,6964.0
79,5,5,6506,M09,6964.0,72.0,530.0,7036.0
79,5,6,6506,M00,7045.0,47.0,586.0,7092.0
79,5,7,6506,M06,7111.0,65.0,670.0,7176.0
79,5,8,6506,M04,7176.0,6.0,676.0,7182.0
79,5,9,6506,M07,7182.0,25.0,701.0,7207.0
80,1,0,6550,M00,6550.0,43.0,43.0,6593.0
80,1,1,6550,M02,6829.0,90.0,369.0,6919.0
80,1,2,6550,M04,6928.0,75.0,453.0,7003.0
80,1,3,6550,M09,7036.0,11.0,497.0,7047.0
80,1,4,6550,M03,7047.0,69.0,566.0,7116.0
80,1,5,6550,M01,7144.0,28.0,622.0,7172.0
80,1,6,6550,M06,7203.0,46.0,699.0,7249.0
80,1,7,6550,M05,7297.0,46.0,793.0,7343.0
80,1,8,6550,M07,7426.0,72.0,948.0,7498.0
80,1,9,6550,M08,7585.0,30.0,1065.0,7615.0
81,0,0,6565,M00,6593.0,29.0,57.0,6622.0
81,0,1,6565,M01,6622.0,78.0,135.0,6700.0
81,0,2,6565,M02,6919.0,9.0,363.0,6928.0
81,0,3,6565,M03,6937.0,36.0,408.0,6973.0
81,0,4,6565,M04,7102.0,49.0,586.0,7151.0
81,0,5,6565,M05,7212.0,11.0,658.0,7223.0
81,0,6,6565,M06,7249.0,62.0,746.0,7311.0
81,0,7,6565,M07,7311.0,56.0,802.0,7367.0
81,0,8,6565,M08,7377.0,44.0,856.0,7421.0
81,0,9,6565,M09,7421.0,21.0,877.0,7442.0
82,3,0,6590,M01,6716.0,81.0,207.0,6797.0
82,3,1,6590,M02,6959.0,95.0,464.0,7054.0
82,3,2,6590,M00,7135.0,71.0,616.0,7206.0
82,3,3,6590,M04,7332.0,99.0,841.0,7431.0
82,3,4,6590,M06,7431.0,9.0,850.0,7440.0
82,3,5,6590,M08,7440.0,52.0,902.0,7492.0
82,3,6,6590,M07,7613.0,85.0,1108.0,7698.0
82,3,7,6590,M03,7698.0,98.0,1206.0,7796.0
82,3,8,6590,M09,7796.0,22.0,1228.0,7818.0
82,3,9,6590,M05,7818.0,43.0,1271.0,7861.0
83,7,0,6654,M02,6928.0,31.0,305.0,6959.0
83,7,1,6654,M00,6959.0,86.0,391.0,7045.0
83,7,2,6654,M01,7172.0,46.0,564.0,7218.0
83,7,3,6654,M05,7223.0,74.0,643.0,7297.0
83,7,4,6654,M04,7300.0,32.0,678.0,7332.0
83,7,5,6654,M06,7332.0,88.0,766.0,7420.0
83,7,6,6654,M08,7492.0,19.0,857.0,7511.0
83,7,7,6654,M09,7514.0,48.0,908.0,7562.0
83,7,8,6654,M07,7577.0,36.0,959.0,7613.0
