Job,Production_Plan_ID,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
75,3,6,6113,M07,7207.0,85.0,1179.0,7292.0
75,3,7,6113,M03,7292.0,98.0,1277.0,7390.0
75,3,8,6113,M09,7390.0,22.0,1299.0,7412.0
75,3,9,6113,M05,7462.0,43.0,1392.0,7505.0
79,5,6,6506,M00,7201.0,47.0,742.0,7248.0
79,5,7,6506,M06,7313.0,65.0,872.0,7378.0
79,5,8,6506,M04,7378.0,6.0,878.0,7384.0
79,5,9,6506,M07,7418.0,25.0,937.0,7443.0
80,1,6,6550,M06,7205.0,46.0,701.0,7251.0
80,1,7,6550,M05,7369.0,46.0,865.0,7415.0
80,1,8,6550,M07,7473.0,72.0,995.0,7545.0
80,1,9,6550,M08,7600.0,30.0,1080.0,7630.0
81,0,5,6565,M05,7232.0,11.0,678.0,7243.0
81,0,6,6565,M06,7251.0,62.0,748.0,7313.0
81,0,7,6565,M07,7313.0,56.0,804.0,7369.0
81,0,8,6565,M08,7437.0,44.0,916.0,7481.0
81,0,9,6565,M09,7490.0,21.0,946.0,7511.0
82,3,3,6590,M04,7384.0,99.0,893.0,7483.0
82,3,4,6590,M06,7483.0,9.0,902.0,7492.0
82,3,5,6590,M08,7548.0,52.0,1010.0,7600.0
82,3,6,6590,M07,7600.0,85.0,1095.0,7685.0
82,3,7,6590,M03,7698.0,98.0,1206.0,7796.0
82,3,8,6590,M09,7796.0,22.0,1228.0,7818.0
82,3,9,6590,M05,7818.0,43.0,1271.0,7861.0
83,7,3,6654,M05,7243.0,74.0,663.0,7317.0
83,7,4,6654,M04,7327.0,32.0,705.0,7359.0
83,7,5,6654,M06,7378.0,88.0,812.0,7466.0
83,7,6,6654,M08,7481.0,19.0,846.0,7500.0
83,7,7,6654,M09,7514.0,48.0,908.0,7562.0
83,7,8,6654,M07,7562.0,36.0,944.0,7598.0
83,7,9,6654,M03,7598.0,79.0,1023.0,7677.0
84,6,6,6799,M09,7235.0,32.0,468.0,7267.0
84,6,7,6799,M08,7348.0,89.0,638.0,7437.0
84,6,8,6799,M07,7443.0,30.0,674.0,7473.0
84,6,9,6799,M04,7483.0,55.0,739.0,7538.0
85,9,4,7037,M08,7232.0,64.0,259.0,7296.0
85,9,5,7037,M09,7296.0,76.0,335.0,7372.0
85,9,6,7037,M05,7415.0,47.0,425.0,7462.0
85,9,7,7037,M03,7485.0,52.0,500.0,7537.0
85,9,8,7037,M04,7538.0,90.0,591.0,7628.0
85,9,9,7037,M07,7685.0,45.0,693.0,7730.0
86,4,4,7055,M03,7232.0,26.0,203.0,7258.0
86,4,5,7055,M04,7258.0,69.0,272.0,7327.0
86,4,6,7055,M08,7327.0,21.0,293.0,7348.0
86,4,7,7055,M07,7369.0,49.0,363.0,7418.0
86,4,8,7055,M09,7418.0,72.0,435.0,7490.0
86,4,9,7055,M06,7492.0,53.0,490.0,7545.0
87,2,0,7162,M01,7220.0,91.0,149.0,7311.0
87,2,1,7162,M00,7311.0,85.0,234.0,7396.0
87,2,2,7162,M03,7537.0,39.0,414.0,7576.0
87,2,3,7162,M02,7576.0,74.0,488.0,7650.0
87,2,4,7162,M08,7650.0,90.0,578.0,7740.0
87,2,5,7162,M05,7740.0,10.0,588.0,7750.0
87,2,6,7162,M07,7750.0,12.0,600.0,7762.0
87,2,7,7162,M06,7769.0,89.0,696.0,7858.0
87,2,8,7162,M09,7858.0,45.0,741.0,7903.0
87,2,9,7162,M04,7903.0,33.0,774.0,7936.0
88,5,0,7185,M02,7200.0,84.0,99.0,7284.0
88,5,1,7185,M01,7311.0,2.0,128.0,7313.0
88,5,2,7185,M05,7317.0,52.0,184.0,7369.0
88,5,3,7185,M03,7390.0,95.0,300.0,7485.0
88,5,4,7185,M08,7500.0,48.0,363.0,7548.0
88,5,5,7185,M09,7585.0,72.0,472.0,7657.0
88,5,6,7185,M00,7657.0,47.0,519.0,7704.0
88,5,7,7185,M06,7704.0,65.0,584.0,7769.0
88,5,8,7185,M04,7769.0,6.0,590.0,7775.0
88,5,9,7185,M07,7775.0,25.0,615.0,7800.0
