Job,Production_Plan_ID,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
26,9,9,1966,M07,2928.0,45.0,1007.0,2973.0
27,4,8,2226,M09,2893.0,72.0,739.0,2965.0
27,4,9,2226,M06,2965.0,53.0,792.0,3018.0
28,0,9,2287,M09,2965.0,21.0,699.0,2986.0
29,1,7,2338,M05,2933.0,46.0,641.0,2979.0
29,1,8,2338,M07,2979.0,72.0,713.0,3051.0
29,1,9,2338,M08,3051.0,30.0,743.0,3081.0
30,8,3,2379,M05,2979.0,51.0,651.0,3030.0
30,8,4,2379,M02,3030.0,85.0,736.0,3115.0
30,8,5,2379,M09,3115.0,11.0,747.0,3126.0
30,8,6,2379,M06,3126.0,40.0,787.0,3166.0
30,8,7,2379,M07,3222.0,89.0,932.0,3311.0
30,8,8,2379,M04,3311.0,26.0,958.0,3337.0
30,8,9,2379,M08,3340.0,74.0,1035.0,3414.0
31,1,2,2520,M04,2928.0,75.0,483.0,3003.0
31,1,3,2520,M09,3103.0,11.0,594.0,3114.0
31,1,4,2520,M03,3114.0,69.0,663.0,3183.0
31,1,5,2520,M01,3183.0,28.0,691.0,3211.0
31,1,6,2520,M06,3380.0,46.0,906.0,3426.0
31,1,7,2520,M05,3426.0,46.0,952.0,3472.0
31,1,8,2520,M07,3501.0,72.0,1053.0,3573.0
31,1,9,2520,M08,3573.0,30.0,1083.0,3603.0
32,5,2,2588,M05,3145.0,52.0,609.0,3197.0
32,5,3,2588,M03,3197.0,95.0,704.0,3292.0
32,5,4,2588,M08,3292.0,48.0,752.0,3340.0
32,5,5,2588,M09,3340.0,72.0,824.0,3412.0
32,5,6,2588,M00,3412.0,47.0,871.0,3459.0
32,5,7,2588,M06,3459.0,65.0,936.0,3524.0
32,5,8,2588,M04,3545.0,6.0,963.0,3551.0
32,5,9,2588,M07,3573.0,25.0,1010.0,3598.0
33,6,2,2641,M03,2926.0,61.0,346.0,2987.0
33,6,3,2641,M02,2987.0,13.0,359.0,3000.0
33,6,4,2641,M06,3018.0,32.0,409.0,3050.0
33,6,5,2641,M05,3050.0,21.0,430.0,3071.0
33,6,6,2641,M09,3071.0,32.0,462.0,3103.0
33,6,7,2641,M08,3103.0,89.0,551.0,3192.0
33,6,8,2641,M07,3192.0,30.0,581.0,3222.0
33,6,9,2641,M04,3222.0,55.0,636.0,3277.0
34,9,3,2645,M06,2895.0,7.0,257.0,2902.0
34,9,4,2645,M08,2926.0,64.0,345.0,2990.0
34,9,5,2645,M09,2990.0,76.0,421.0,3066.0
34,9,6,2645,M05,3269.0,47.0,671.0,3316.0
34,9,7,2645,M03,3318.0,52.0,725.0,3370.0
34,9,8,2645,M04,3406.0,90.0,851.0,3496.0
34,9,9,2645,M07,3598.0,45.0,998.0,3643.0
35,7,0,2691,M02,2884.0,31.0,224.0,2915.0
35,7,1,2691,M00,2915.0,86.0,310.0,3001.0
35,7,2,2691,M01,3025.0,46.0,380.0,3071.0
35,7,3,2691,M05,3071.0,74.0,454.0,3145.0
35,7,4,2691,M04,3145.0,32.0,486.0,3177.0
35,7,5,2691,M06,3177.0,88.0,574.0,3265.0
35,7,6,2691,M08,3265.0,19.0,593.0,3284.0
35,7,7,2691,M09,3284.0,48.0,641.0,3332.0
35,7,8,2691,M07,3332.0,36.0,677.0,3368.0
35,7,9,2691,M03,3445.0,79.0,833.0,3524.0
36,3,0,2709,M01,3071.0,81.0,443.0,3152.0
36,3,1,2709,M02,3152.0,95.0,538.0,3247.0
36,3,2,2709,M00,3341.0,71.0,703.0,3412.0
36,3,3,2709,M04,3551.0,99.0,941.0,3650.0
36,3,4,2709,M06,3650.0,9.0,950.0,3659.0
36,3,5,2709,M08,3667.0,52.0,1010.0,3719.0
36,3,6,2709,M07,3719.0,85.0,1095.0,3804.0
36,3,7,2709,M03,3908.0,98.0,1297.0,4006.0
36,3,8,2709,M09,4006.0,22.0,1319.0,4028.0
36,3,9,2709,M05,4028.0,43.0,1362.0,4071.0
37,2,0,2762,M01,2934.0,91.0,263.0,3025.0
37,2,1,2762,M00,3025.0,85.0,348.0,3110.0
37,2,2,2762,M03,3370.0,39.0,647.0,3409.0
37,2,3,2762,M02,3409.0,74.0,721.0,3483.0
37,2,4,2762,M08,3483.0,90.0,811.0,3573.0
37,2,5,2762,M05,3573.0,10.0,821.0,3583.0
37,2,6,2762,M07,3643.0,12.0,893.0,3655.0
37,2,7,2762,M06,3712.0,89.0,1039.0,3801.0
37,2,8,2762,M09,3801.0,45.0,1084.0,3846.0
37,2,9,2762,M04,3846.0,33.0,1117.0,3879.0
38,4,4,2770,M03,2987.0,26.0,243.0,3013.0
38,4,5,2770,M04,3013.0,69.0,312.0,3082.0
38,4,6,2770,M08,3082.0,21.0,333.0,3103.0
38,4,7,2770,M07,3103.0,49.0,382.0,3152.0
38,4,8,2770,M09,3152.0,72.0,454.0,3224.0
38,4,9,2770,M06,3265.0,53.0,548.0,3318.0
39,0,2,2781,M02,3000.0,9.0,228.0,3009.0
39,0,3,2781,M03,3013.0,36.0,268.0,3049.0
39,0,4,2781,M04,3082.0,49.0,350.0,3131.0
39,0,5,2781,M05,3197.0,11.0,427.0,3208.0
39,0,6,2781,M06,3318.0,62.0,599.0,3380.0
39,0,7,2781,M07,3380.0,56.0,655.0,3436.0
39,0,8,2781,M08,3436.0,44.0,699.0,3480.0
39,0,9,2781,M09,3480.0,21.0,720.0,3501.0
40,4,0,2989,M02,3115.0,14.0,140.0,3129.0
40,4,1,2989,M00,3129.0,6.0,146.0,3135.0
40,4,2,2989,M01,3152.0,22.0,185.0,3174.0
40,4,3,2989,M05,3208.0,61.0,280.0,3269.0
40,4,4,2989,M03,3292.0,26.0,329.0,3318.0
40,4,5,2989,M04,3337.0,69.0,417.0,3406.0
40,4,6,2989,M08,3415.0,21.0,447.0,3436.0
40,4,7,2989,M07,3452.0,49.0,512.0,3501.0
40,4,8,2989,M09,3501.0,72.0,584.0,3573.0
40,4,9,2989,M06,3659.0,53.0,723.0,3712.0
41,5,0,3246,M02,3247.0,84.0,85.0,3331.0
41,5,1,3246,M01,3359.0,2.0,115.0,3361.0
41,5,2,3246,M05,3472.0,52.0,278.0,3524.0
41,5,3,3246,M03,3577.0,95.0,426.0,3672.0
41,5,4,3246,M08,3763.0,48.0,565.0,3811.0
41,5,5,3246,M09,3846.0,72.0,672.0,3918.0
41,5,6,3246,M00,3918.0,47.0,719.0,3965.0
41,5,7,3246,M06,3987.0,65.0,806.0,4052.0
41,5,8,3246,M04,4053.0,6.0,813.0,4059.0
41,5,9,3246,M07,4059.0,25.0,838.0,4084.0
42,0,0,3252,M00,3252.0,29.0,29.0,3281.0
42,0,1,3252,M01,3281.0,78.0,107.0,3359.0
42,0,2,3252,M02,3359.0,9.0,116.0,3368.0
42,0,3,3252,M03,3409.0,36.0,193.0,3445.0
42,0,4,3252,M04,3496.0,49.0,293.0,3545.0
42,0,5,3252,M05,3545.0,11.0,304.0,3556.0
42,0,6,3252,M06,3556.0,62.0,366.0,3618.0
42,0,7,3252,M07,3655.0,56.0,459.0,3711.0
42,0,8,3252,M08,3719.0,44.0,511.0,3763.0
42,0,9,3252,M09,3763.0,21.0,532.0,3784.0
43,2,0,3372,M01,3464.0,91.0,183.0,3555.0
43,2,1,3372,M00,3587.0,85.0,300.0,3672.0
43,2,2,3372,M03,3672.0,39.0,339.0,3711.0
43,2,3,3372,M02,3772.0,74.0,474.0,3846.0
43,2,4,3372,M08,3846.0,90.0,564.0,3936.0
43,2,5,3372,M05,4071.0,10.0,709.0,4081.0
43,2,6,3372,M07,4084.0,12.0,724.0,4096.0
43,2,7,3372,M06,4181.0,89.0,898.0,4270.0
43,2,8,3372,M09,4270.0,45.0,943.0,4315.0
43,2,9,3372,M04,4315.0,33.0,976.0,4348.0
44,9,0,3379,M01,3379.0,85.0,85.0,3464.0
44,9,1,3379,M00,3470.0,13.0,104.0,3483.0
44,9,2,3379,M02,3483.0,61.0,165.0,3544.0
44,9,3,3379,M06,3544.0,7.0,172.0,3551.0
44,9,4,3379,M08,3603.0,64.0,288.0,3667.0
44,9,5,3379,M09,3667.0,76.0,364.0,3743.0
44,9,6,3379,M05,3859.0,47.0,527.0,3906.0
44,9,7,3379,M03,4067.0,52.0,740.0,4119.0
44,9,8,3379,M04,4119.0,90.0,830.0,4209.0
44,9,9,3379,M07,4209.0,45.0,875.0,4254.0
45,3,0,3467,M01,3555.0,81.0,169.0,3636.0
45,3,1,3467,M02,3677.0,95.0,305.0,3772.0
45,3,2,3467,M00,3772.0,71.0,376.0,3843.0
45,3,3,3467,M04,3879.0,99.0,511.0,3978.0
45,3,4,3467,M06,3978.0,9.0,520.0,3987.0
45,3,5,3467,M08,3987.0,52.0,572.0,4039.0
45,3,6,3467,M07,4096.0,85.0,714.0,4181.0
45,3,7,3467,M03,4188.0,98.0,819.0,4286.0
45,3,8,3467,M09,4315.0,22.0,870.0,4337.0
45,3,9,3467,M05,4506.0,43.0,1082.0,4549.0
46,7,0,3531,M02,3556.0,31.0,56.0,3587.0
46,7,1,3531,M00,4002.0,86.0,557.0,4088.0
46,7,2,3531,M01,4100.0,46.0,615.0,4146.0
46,7,3,3531,M05,4192.0,74.0,735.0,4266.0
46,7,4,3531,M04,4266.0,32.0,767.0,4298.0
46,7,5,3531,M06,4316.0,88.0,873.0,4404.0
46,7,6,3531,M08,4448.0,19.0,936.0,4467.0
46,7,7,3531,M09,4467.0,48.0,984.0,4515.0
46,7,8,3531,M07,4531.0,36.0,1036.0,4567.0
46,7,9,3531,M03,4567.0,79.0,1115.0,4646.0
47,1,0,3544,M00,3544.0,43.0,43.0,3587.0
47,1,1,3544,M02,3587.0,90.0,133.0,3677.0
47,1,2,3544,M04,3677.0,75.0,208.0,3752.0
47,1,3,3544,M09,3752.0,11.0,219.0,3763.0
47,1,4,3544,M03,3763.0,69.0,288.0,3832.0
47,1,5,3544,M01,3832.0,28.0,316.0,3860.0
47,1,6,3544,M06,3860.0,46.0,362.0,3906.0
47,1,7,3544,M05,3906.0,46.0,408.0,3952.0
47,1,8,3544,M07,3952.0,72.0,480.0,4024.0
47,1,9,3544,M08,4039.0,30.0,525.0,4069.0
48,8,0,3632,M00,3672.0,76.0,116.0,3748.0
48,8,1,3632,M01,3748.0,69.0,185.0,3817.0
48,8,2,3632,M03,3832.0,76.0,276.0,3908.0
48,8,3,3632,M05,3952.0,51.0,371.0,4003.0
48,8,4,3632,M02,4003.0,85.0,456.0,4088.0
48,8,5,3632,M09,4088.0,11.0,467.0,4099.0
48,8,6,3632,M06,4099.0,40.0,507.0,4139.0
48,8,7,3632,M07,4254.0,89.0,711.0,4343.0
48,8,8,3632,M04,4348.0,26.0,742.0,4374.0
48,8,9,3632,M08,4374.0,74.0,816.0,4448.0
49,6,0,3653,M01,3860.0,46.0,253.0,3906.0
49,6,1,3653,M00,3965.0,37.0,349.0,4002.0
49,6,2,3653,M03,4006.0,61.0,414.0,4067.0
49,6,3,3653,M02,4088.0,13.0,448.0,4101.0
49,6,4,3653,M06,4139.0,32.0,518.0,4171.0
49,6,5,3653,M05,4171.0,21.0,539.0,4192.0
49,6,6,3653,M09,4213.0,32.0,592.0,4245.0
49,6,7,3653,M08,4245.0,89.0,681.0,4334.0
49,6,8,3653,M07,4343.0,30.0,720.0,4373.0
49,6,9,3653,M04,4374.0,55.0,776.0,4429.0
50,1,0,3804,M00,3843.0,43.0,82.0,3886.0
50,1,1,3804,M02,3886.0,90.0,172.0,3976.0
50,1,2,3804,M04,3978.0,75.0,249.0,4053.0
50,1,3,3804,M09,4053.0,11.0,260.0,4064.0
50,1,4,3804,M03,4119.0,69.0,384.0,4188.0
50,1,5,3804,M01,4188.0,28.0,412.0,4216.0
50,1,6,3804,M06,4270.0,46.0,512.0,4316.0
50,1,7,3804,M05,4413.0,46.0,655.0,4459.0
50,1,8,3804,M07,4459.0,72.0,727.0,4531.0
50,1,9,3804,M08,4531.0,30.0,757.0,4561.0
51,3,0,3843,M01,3906.0,81.0,144.0,3987.0
