Job,Production_Plan_ID,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
75,3,7,6113,M03,7207.0,98.0,1192.0,7305.0
75,3,8,6113,M09,7305.0,22.0,1214.0,7327.0
75,3,9,6113,M05,7327.0,43.0,1257.0,7370.0
78,1,6,6373,M06,7215.0,46.0,888.0,7261.0
78,1,7,6373,M05,7262.0,46.0,935.0,7308.0
78,1,8,6373,M07,7309.0,72.0,1008.0,7381.0
78,1,9,6373,M08,7381.0,30.0,1038.0,7411.0
79,5,6,6506,M00,7214.0,47.0,755.0,7261.0
79,5,7,6506,M06,7261.0,65.0,820.0,7326.0
79,5,8,6506,M04,7326.0,6.0,826.0,7332.0
79,5,9,6506,M07,7381.0,25.0,900.0,7406.0
80,1,4,6550,M03,7392.0,69.0,911.0,7461.0
80,1,5,6550,M01,7461.0,28.0,939.0,7489.0
80,1,6,6550,M06,7489.0,46.0,985.0,7535.0
80,1,7,6550,M05,7562.0,46.0,1058.0,7608.0
80,1,8,6550,M07,7626.0,72.0,1148.0,7698.0
80,1,9,6550,M08,7698.0,30.0,1178.0,7728.0
81,0,4,6565,M04,7248.0,49.0,732.0,7297.0
81,0,5,6565,M05,7308.0,11.0,754.0,7319.0
81,0,6,6565,M06,7326.0,62.0,823.0,7388.0
81,0,7,6565,M07,7406.0,56.0,897.0,7462.0
81,0,8,6565,M08,7462.0,44.0,941.0,7506.0
81,0,9,6565,M09,7506.0,21.0,962.0,7527.0
82,3,5,6590,M08,7225.0,52.0,687.0,7277.0
82,3,6,6590,M07,7511.0,85.0,1006.0,7596.0
82,3,7,6590,M03,7631.0,98.0,1139.0,7729.0
82,3,8,6590,M09,7729.0,22.0,1161.0,7751.0
82,3,9,6590,M05,7751.0,43.0,1204.0,7794.0
83,7,7,6654,M09,7225.0,48.0,619.0,7273.0
83,7,8,6654,M07,7273.0,36.0,655.0,7309.0
83,7,9,6654,M03,7500.0,79.0,925.0,7579.0
84,6,2,6799,M03,7331.0,61.0,593.0,7392.0
84,6,3,6799,M02,7392.0,13.0,606.0,7405.0
84,6,4,6799,M06,7405.0,32.0,638.0,7437.0
84,6,5,6799,M05,7437.0,21.0,659.0,7458.0
84,6,6,6799,M09,7458.0,32.0,691.0,7490.0
84,6,7,6799,M08,7506.0,89.0,796.0,7595.0
84,6,8,6799,M07,7596.0,30.0,827.0,7626.0
84,6,9,6799,M04,7626.0,55.0,882.0,7681.0
85,9,3,7037,M06,7208.0,7.0,178.0,7215.0
85,9,4,7037,M08,7277.0,64.0,304.0,7341.0
85,9,5,7037,M09,7341.0,76.0,380.0,7417.0
85,9,6,7037,M05,7458.0,47.0,468.0,7505.0
85,9,7,7037,M03,7579.0,52.0,594.0,7631.0
85,9,8,7037,M04,7681.0,90.0,734.0,7771.0
85,9,9,7037,M07,7771.0,45.0,779.0,7816.0
86,4,4,7055,M03,7305.0,26.0,276.0,7331.0
86,4,5,7055,M04,7332.0,69.0,346.0,7401.0
86,4,6,7055,M08,7411.0,21.0,377.0,7432.0
86,4,7,7055,M07,7462.0,49.0,456.0,7511.0
86,4,8,7055,M09,7527.0,72.0,544.0,7599.0
86,4,9,7055,M06,7599.0,53.0,597.0,7652.0
87,2,0,7162,M01,7203.0,91.0,132.0,7294.0
87,2,1,7162,M00,7294.0,85.0,217.0,7379.0
87,2,2,7162,M03,7461.0,39.0,338.0,7500.0
87,2,3,7162,M02,7521.0,74.0,433.0,7595.0
87,2,4,7162,M08,7595.0,90.0,523.0,7685.0
87,2,5,7162,M05,7685.0,10.0,533.0,7695.0
87,2,6,7162,M07,7698.0,12.0,548.0,7710.0
87,2,7,7162,M06,7710.0,89.0,637.0,7799.0
87,2,8,7162,M09,7799.0,45.0,682.0,7844.0
87,2,9,7162,M04,7844.0,33.0,715.0,7877.0
88,5,0,7185,M02,7200.0,84.0,99.0,7284.0
88,5,1,7185,M01,7294.0,2.0,111.0,7296.0
88,5,2,7185,M05,7510.0,52.0,377.0,7562.0
88,5,3,7185,M03,7729.0,95.0,639.0,7824.0
88,5,4,7185,M08,7824.0,48.0,687.0,7872.0
88,5,5,7185,M09,7872.0,72.0,759.0,7944.0
88,5,6,7185,M00,7944.0,47.0,806.0,7991.0
88,5,7,7185,M06,7991.0,65.0,871.0,8056.0
88,5,8,7185,M04,8056.0,6.0,877.0,8062.0
88,5,9,7185,M07,8062.0,25.0,902.0,8087.0
