Job,Production_Plan_ID,Operation,Machine,Arrival,Deadline,Start,Processing Time,End,Lateness,Tardiness,Earliness
30,8,3,M05,2278,5267,4320,51,4371,-896,0,896
37,2,2,M03,2645,5488,4320,39,4359,-1129,0,1129
41,5,0,M02,3108,5591,4320,84,4404,-1187,0,1187
49,6,0,M01,3498,5581,4320,46,4366,-1215,0,1215
33,6,7,M08,2528,4611,4333,89,4422,-189,0,189
22,2,8,M09,1521,4364,4343,45,4388,24,24,0
31,1,6,M06,2413,4966,4343,46,4389,-577,0,577
21,3,7,M03,1495,4774,4359,98,4457,-317,0,317
42,0,0,M00,3113,5091,4359,29,4388,-703,0,703
44,9,0,M01,3235,5938,4366,85,4451,-1487,0,1487
22,2,9,M04,1521,4364,4388,33,4421,57,57,0
34,9,5,M09,2533,5236,4388,76,4464,-772,0,772
49,6,1,M00,3498,5581,4388,37,4425,-1156,0,1156
31,1,7,M05,2413,4966,4389,46,4435,-531,0,531
32,5,7,M06,2478,4961,4389,65,4454,-507,0,507
30,8,4,M02,2278,5267,4404,85,4489,-778,0,778
36,3,3,M04,2594,5873,4421,99,4520,-1353,0,1353
38,4,6,M08,2652,4619,4422,21,4443,-176,0,176
47,1,0,M00,3394,5947,4425,43,4468,-1479,0,1479
38,4,7,M07,2652,4619,4443,49,4492,-127,0,127
42,0,1,M01,3113,5091,4451,78,4529,-562,0,562
49,6,2,M03,3498,5581,4457,61,4518,-1063,0,1063
21,3,8,M09,1495,4774,4464,22,4486,-288,0,288
34,9,6,M05,2533,5236,4464,47,4511,-725,0,725
44,9,1,M00,3235,5938,4468,13,4481,-1457,0,1457
23,8,9,M08,1557,4546,4472,74,4546,0,0,0
55,0,0,M00,4012,5990,4481,29,4510,-1480,0,1480
37,2,3,M02,2645,5488,4489,74,4563,-925,0,925
33,6,8,M07,2528,4611,4492,30,4522,-89,0,89
38,4,8,M09,2652,4619,4492,72,4564,-55,0,55
50,1,0,M00,3642,6195,4510,43,4553,-1642,0,1642
34,9,7,M03,2533,5236,4518,52,4570,-666,0,666
32,5,8,M04,2478,4961,4520,6,4526,-435,0,435
36,3,4,M06,2594,5873,4520,9,4529,-1344,0,1344
17,3,9,M05,1285,4564,4521,43,4564,0,0,0
41,5,1,M01,3108,5591,4529,2,4531,-1060,0,1060
43,2,0,M01,3229,6072,4531,91,4622,-1450,0,1450
26,9,9,M07,1882,4585,4540,45,4585,0,0,0
39,0,8,M08,2663,4641,4546,44,4590,-51,0,51
48,8,0,M00,3478,6467,4553,76,4629,-1838,0,1838
33,6,9,M04,2528,4611,4556,55,4611,0,0,0
42,0,2,M02,3113,5091,4563,9,4572,-519,0,519
30,8,5,M09,2278,5267,4564,11,4575,-692,0,692
41,5,2,M05,3108,5591,4564,52,4616,-975,0,975
38,4,9,M06,2652,4619,4566,53,4619,0,0,0
42,0,3,M03,3113,5091,4572,36,4608,-483,0,483
47,1,1,M02,3394,5947,4572,90,4662,-1285,0,1285
31,1,8,M07,2413,4966,4585,72,4657,-309,0,309
37,2,4,M08,2645,5488,4590,90,4680,-808,0,808
42,0,4,M04,3113,5091,4611,49,4660,-431,0,431
41,5,3,M03,3108,5591,4616,95,4711,-880,0,880
30,8,6,M06,2278,5267,4619,40,4659,-608,0,608
39,0,9,M09,2663,4641,4620,21,4641,0,0,0
55,0,1,M01,4012,5990,4622,78,4700,-1290,0,1290
43,2,1,M00,3229,6072,4629,85,4714,-1358,0,1358
30,8,7,M07,2278,5267,4659,89,4748,-519,0,519
34,9,8,M04,2533,5236,4660,90,4750,-486,0,486
42,0,5,M05,3113,5091,4660,11,4671,-420,0,420
49,6,3,M02,3498,5581,4662,13,4675,-906,0,906
42,0,6,M06,3113,5091,4671,62,4733,-358,0,358
44,9,2,M02,3235,5938,4675,61,4736,-1202,0,1202
36,3,5,M08,2594,5873,4680,52,4732,-1141,0,1141
37,2,5,M05,2645,5488,4680,10,4690,-798,0,798
48,8,1,M01,3478,6467,4700,69,4769,-1698,0,1698
43,2,2,M03,3229,6072,4714,39,4753,-1319,0,1319
54,8,0,M00,3934,6923,4714,76,4790,-2133,0,2133
21,3,9,M05,1495,4774,4731,43,4774,0,0,0
49,6,4,M06,3498,5581,4733,32,4765,-816,0,816
46,7,0,M02,3381,6079,4736,31,4767,-1312,0,1312
42,0,7,M07,3113,5091,4748,56,4804,-287,0,287
30,8,8,M04,2278,5267,4750,26,4776,-491,0,491
29,1,9,M08,2238,4791,4761,30,4791,0,0,0
44,9,3,M06,3235,5938,4765,7,4772,-1166,0,1166
55,0,2,M02,4012,5990,4767,9,4776,-1214,0,1214
