Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Lateness,Tardiness,Earliness
Job_146,0,9153,11438,M2,10080,14,10094,-1344,0,1344
Job_129,1,8131,11272,M0,10082,13,10095,-1177,0,1177
Job_138,0,8617,11757,M1,10082,85,10167,-1590,0,1590
Job_114,9,7124,10009,M7,10092,25,10117,108,108,0
Job_129,2,8131,11272,M2,10095,61,10156,-1116,0,1116
Job_148,0,9176,12142,M0,10095,43,10138,-2004,0,2004
Job_115,2,7224,10696,M3,10098,76,10174,-522,0,522
Job_109,9,6909,10049,M7,10117,45,10162,113,113,0
Job_119,7,7440,10575,M9,10127,48,10175,-400,0,400
Job_120,8,7720,10018,M8,10131,44,10175,157,157,0
Job_150,0,9374,11672,M0,10138,29,10167,-1505,0,1505
Job_127,2,7989,10955,M4,10149,75,10224,-731,0,731
Job_139,0,8644,11778,M2,10156,31,10187,-1591,0,1591
Job_118,6,7325,10628,M7,10162,12,10174,-454,0,454
Job_129,3,8131,11272,M6,10167,7,10174,-1098,0,1098
Job_138,1,8617,11757,M0,10167,13,10180,-1577,0,1577
Job_153,0,9480,13289,M1,10167,81,10248,-3041,0,3041
Job_112,9,7055,10196,M7,10174,45,10219,23,23,0
Job_115,3,7224,10696,M5,10174,51,10225,-471,0,471
Job_118,7,7325,10628,M6,10174,89,10263,-365,0,365
Job_134,3,8439,10736,M3,10174,36,10210,-526,0,526
Job_120,9,7720,10018,M9,10175,21,10196,178,178,0
Job_129,4,8131,11272,M8,10177,64,10241,-1031,0,1031
Job_151,0,9448,12414,M0,10180,43,10223,-2191,0,2191
Job_132,2,8305,10724,M3,10210,61,10271,-453,0,453
Job_138,2,8617,11757,M2,10210,61,10271,-1486,0,1486
Job_126,8,7963,10382,M7,10219,30,10249,-133,0,133
Job_139,1,8644,11778,M0,10223,86,10309,-1469,0,1469
Job_127,3,7989,10955,M9,10224,11,10235,-720,0,720
Job_134,4,8439,10736,M4,10224,49,10273,-463,0,463
Job_103,9,6466,10275,M5,10232,43,10275,0,0,0
Job_129,5,8131,11272,M9,10241,76,10317,-955,0,955
Job_125,8,7948,11082,M7,10249,36,10285,-797,0,797
Job_131,1,8253,11725,M1,10257,69,10326,-1399,0,1399
Job_108,9,6886,10358,M8,10271,74,10345,-13,0,13
Job_121,3,7783,10668,M3,10271,95,10366,-302,0,302
Job_132,3,8305,10724,M2,10271,13,10284,-440,0,440
Job_137,5,8518,10804,M4,10273,69,10342,-462,0,462
Job_134,5,8439,10736,M5,10275,11,10286,-450,0,450
Job_138,3,8617,11757,M6,10277,7,10284,-1473,0,1473
Job_115,4,7224,10696,M2,10284,85,10369,-327,0,327
Job_132,4,8305,10724,M6,10284,32,10316,-408,0,408
Job_119,8,7440,10575,M7,10285,36,10321,-254,0,254
Job_146,1,9153,11438,M0,10309,6,10315,-1123,0,1123
Job_144,0,9043,11341,M0,10315,29,10344,-997,0,997
Job_132,5,8305,10724,M5,10316,21,10337,-387,0,387
Job_134,6,8439,10736,M6,10316,62,10378,-358,0,358
Job_123,1,7802,11274,M1,10326,69,10395,-879,0,879
Job_132,6,8305,10724,M9,10337,32,10369,-355,0,355
Job_126,9,7963,10382,M4,10342,55,10397,15,15,0
Job_158,0,9747,13219,M0,10344,76,10420,-2799,0,2799
Job_137,6,8518,10804,M8,10345,21,10366,-438,0,438
Job_121,4,7783,10668,M8,10366,48,10414,-254,0,254
Job_136,2,8509,11812,M3,10366,39,10405,-1407,0,1407
Job_115,5,7224,10696,M9,10369,11,10380,-316,0,316
Job_149,0,9268,12402,M2,10369,31,10400,-2002,0,2002
Job_134,7,8439,10736,M7,10378,56,10434,-302,0,302
Job_115,6,7224,10696,M6,10380,40,10420,-276,0,276
Job_129,6,8131,11272,M5,10383,47,10430,-842,0,842
Job_139,2,8644,11778,M1,10395,46,10441,-1337,0,1337
Job_117,3,7304,11113,M4,10397,99,10496,-617,0,617
Job_123,2,7802,11274,M3,10405,76,10481,-793,0,793
Job_136,3,8509,11812,M2,10405,74,10479,-1333,0,1333
Job_121,5,7783,10668,M9,10414,72,10486,-182,0,182
Job_132,7,8305,10724,M8,10414,89,10503,-221,0,221
Job_115,7,7224,10696,M7,10434,89,10523,-173,0,173
Job_144,1,9043,11341,M1,10441,78,10519,-822,0,822
Job_154,0,9504,11790,M2,10479,14,10493,-1297,0,1297
Job_123,3,7802,11274,M5,10481,51,10532,-742,0,742
Job_127,4,7989,10955,M3,10481,69,10550,-405,0,405
Job_118,8,7325,10628,M9,10486,45,10531,-97,0,97
Job_121,6,7783,10668,M0,10486,47,10533,-135,0,135
Job_117,4,7304,11113,M6,10496,9,10505,-608,0,608
Job_130,2,8212,11177,M4,10496,75,10571,-606,0,606
Job_134,8,8439,10736,M8,10503,44,10547,-189,0,189
Job_144,2,9043,11341,M2,10519,9,10528,-813,0,813
Job_146,2,9153,11438,M1,10519,22,10541,-897,0,897
Job_132,8,8305,10724,M7,10523,30,10553,-171,0,171
Job_123,4,7802,11274,M2,10532,85,10617,-657,0,657
Job_139,3,8644,11778,M5,10532,74,10606,-1172,0,1172
Job_121,7,7783,10668,M6,10533,65,10598,-70,0,70
Job_154,1,9504,11790,M0,10533,6,10539,-1251,0,1251
Job_149,1,9268,12402,M0,10539,86,10625,-1777,0,1777
Job_127,5,7989,10955,M1,10550,28,10578,-377,0,377
Job_128,2,8112,11415,M3,10550,39,10589,-826,0,826
Job_137,7,8518,10804,M7,10553,49,10602,-202,0,202
Job_115,8,7224,10696,M4,10571,26,10597,-99,0,99
Job_130,3,8212,11177,M9,10571,11,10582,-595,0,595
Job_150,1,9374,11672,M1,10578,78,10656,-1016,0,1016
Job_130,4,8212,11177,M3,10589,69,10658,-519,0,519
Job_118,9,7325,10628,M4,10597,33,10630,2,2,0
Job_127,6,7989,10955,M6,10598,46,10644,-311,0,311
Job_115,9,7224,10696,M8,10616,74,10690,-6,0,6
Job_123,5,7802,11274,M9,10617,11,10628,-646,0,646
Job_128,3,8112,11415,M2,10617,74,10691,-724,0,724
Job_143,0,9040,12512,M0,10625,76,10701,-1811,0,1811
Job_137,8,8518,10804,M9,10628,72,10700,-104,0,104
Job_121,8,7783,10668,M4,10630,6,10636,-32,0,32
Job_121,9,7783,10668,M7,10643,25,10668,0,0,0
Job_127,7,7989,10955,M5,10644,46,10690,-265,0,265
Job_123,6,7802,11274,M6,10650,40,10690,-584,0,584
Job_132,9,8305,10724,M4,10650,55,10705,-19,0,19
Job_119,9,7440,10575,M3,10658,79,10737,162,162,0
Job_130,5,8212,11177,M1,10658,28,10686,-491,0,491
Job_154,2,9504,11790,M1,10686,22,10708,-1082,0,1082
Job_117,5,7304,11113,M8,10690,52,10742,-371,0,371
Job_127,8,7989,10955,M7,10690,72,10762,-193,0,193
Job_130,6,8212,11177,M6,10690,46,10736,-441,0,441
Job_148,1,9176,12142,M2,10691,90,10781,-1361,0,1361
Job_124,3,7858,11667,M4,10705,99,10804,-863,0,863
Job_141,0,8914,12054,M1,10708,85,10793,-1261,0,1261
Job_134,9,8439,10736,M9,10715,21,10736,0,0,0
Job_130,7,8212,11177,M5,10736,46,10782,-395,0,395
Job_133,3,8333,11218,M3,10737,95,10832,-386,0,386
Job_128,4,8112,11415,M8,10742,90,10832,-583,0,583
Job_137,9,8518,10804,M6,10751,53,10804,0,0,0
Job_117,6,7304,11113,M7,10762,85,10847,-266,0,266
Job_153,1,9480,13289,M2,10781,95,10876,-2413,0,2413
Job_141,1,8914,12054,M0,10793,13,10806,-1248,0,1248
Job_147,0,9153,11572,M1,10793,46,10839,-733,0,733
Job_124,4,7858,11667,M6,10804,9,10813,-854,0,854
Job_148,2,9176,12142,M4,10804,75,10879,-1263,0,1263
Job_129,7,8131,11272,M3,10832,52,10884,-388,0,388
Job_133,4,8333,11218,M8,10832,48,10880,-338,0,338
Job_128,5,8112,11415,M5,10838,10,10848,-567,0,567
Job_140,0,8812,12115,M1,10839,91,10930,-1185,0,1185
Job_147,1,9153,11572,M0,10839,37,10876,-696,0,696
Job_128,6,8112,11415,M7,10848,12,10860,-555,0,555
Job_146,3,9153,11438,M5,10848,61,10909,-529,0,529
Job_128,7,8112,11415,M6,10860,89,10949,-466,0,466
Job_130,8,8212,11177,M7,10860,72,10932,-245,0,245
Job_151,1,9448,12414,M2,10876,90,10966,-1448,0,1448
Job_153,2,9480,13289,M0,10876,71,10947,-2342,0,2342
Job_124,5,7858,11667,M8,10880,52,10932,-735,0,735
Job_129,8,8131,11272,M4,10884,90,10974,-298,0,298
Job_144,3,9043,11341,M3,10884,36,10920,-421,0,421
Job_133,5,8333,11218,M9,10886,72,10958,-260,0,260
Job_154,3,9504,11790,M5,10909,61,10970,-820,0,820
Job_117,7,7304,11113,M3,10920,98,11018,-95,0,95
Job_156,0,9675,12094,M1,10930,46,10976,-1118,0,1118
Job_124,6,7858,11667,M7,10932,85,11017,-650,0,650
