Job,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Lateness,Tardiness,Earliness
Job_156,2,9675,12094,M3,11520,61,11581,-513,0,513
Job_170,0,10947,13244,M0,11520,29,11549,-1695,0,1695
Job_176,0,11414,15223,M1,11548,81,11629,-3594,0,3594
Job_179,0,11460,14426,M0,11549,43,11592,-2834,0,2834
Job_138,9,8617,11757,M7,11553,45,11598,-159,0,159
Job_147,5,9153,11572,M5,11558,21,11579,7,7,0
Job_150,6,9374,11672,M6,11558,62,11620,-52,0,52
Job_153,3,9480,13289,M4,11577,99,11676,-1613,0,1613
Job_154,6,9504,11790,M8,11577,21,11598,-192,0,192
Job_141,6,8914,12054,M5,11579,47,11626,-428,0,428
Job_147,6,9153,11572,M9,11579,32,11611,39,39,0
Job_140,2,8812,12115,M3,11581,39,11620,-495,0,495
Job_154,7,9504,11790,M7,11598,49,11647,-143,0,143
Job_159,1,9770,12910,M0,11598,13,11611,-1299,0,1299
Job_124,8,7858,11667,M9,11611,22,11633,-34,0,34
Job_147,7,9153,11572,M8,11611,89,11700,128,128,0
Job_142,2,9008,12817,M0,11614,71,11685,-1132,0,1132
Job_168,0,10732,13018,M2,11614,14,11628,-1390,0,1390
Job_139,5,8644,11778,M6,11620,88,11708,-70,0,70
Job_148,4,9176,12142,M3,11620,69,11689,-453,0,453
Job_156,3,9675,12094,M2,11628,13,11641,-453,0,453
Job_155,1,9551,12436,M1,11629,2,11631,-805,0,805
Job_170,1,10947,13244,M1,11631,78,11709,-1535,0,1535
Job_124,9,7858,11667,M5,11633,43,11676,9,9,0
Job_136,8,8509,11812,M9,11633,45,11678,-134,0,134
Job_140,3,8812,12115,M2,11641,74,11715,-400,0,400
Job_150,7,9374,11672,M7,11647,56,11703,31,31,0
Job_145,2,9103,11988,M5,11676,52,11728,-260,0,260
Job_151,2,9448,12414,M4,11676,75,11751,-663,0,663
Job_154,8,9504,11790,M9,11678,72,11750,-40,0,40
Job_168,1,10732,13018,M0,11685,6,11691,-1327,0,1327
Job_141,7,8914,12054,M3,11689,52,11741,-313,0,313
Job_169,0,10833,13799,M0,11691,43,11734,-2065,0,2065
Job_147,8,9153,11572,M7,11703,30,11733,161,161,0
Job_150,8,9374,11672,M8,11703,44,11747,75,75,0
Job_153,4,9480,13289,M6,11708,9,11717,-1572,0,1572
