Job,Production_Plan_ID,Operation,Machine,Arrival,Deadline,Start,Processing Time,End,Lateness,Tardiness,Earliness
58,6,0,M01,4516,6599,5760,46,5806,-793,0,793
65,8,0,M00,5349,8338,5760,76,5836,-2502,0,2502
41,5,8,M04,3108,5591,5767,6,5773,182,182,0
41,5,9,M07,3108,5591,5773,25,5798,207,207,0
53,9,8,M04,3844,6547,5773,90,5863,-684,0,684
48,8,5,M09,3478,6467,5791,11,5802,-665,0,665
59,4,0,M02,4537,6504,5791,14,5805,-699,0,699
46,7,8,M07,3381,6079,5798,36,5834,-245,0,245
43,2,8,M09,3229,6072,5802,45,5847,-225,0,225
48,8,6,M06,3478,6467,5802,40,5842,-625,0,625
61,7,0,M02,4888,7586,5805,31,5836,-1750,0,1750
47,1,5,M01,3394,5947,5818,28,5846,-101,0,101
56,2,2,M03,4216,7059,5818,39,5857,-1202,0,1202
36,3,9,M05,2594,5873,5830,43,5873,0,0,0
59,4,1,M00,4537,6504,5836,6,5842,-662,0,662
66,4,0,M02,5349,7316,5836,14,5850,-1466,0,1466
48,8,7,M07,3478,6467,5842,89,5931,-536,0,536
61,7,1,M00,4888,7586,5842,86,5928,-1658,0,1658
47,1,6,M06,3394,5947,5846,46,5892,-55,0,55
59,4,2,M01,4537,6504,5846,22,5868,-636,0,636
54,8,2,M03,3934,6923,5857,76,5933,-990,0,990
56,2,3,M02,4216,7059,5857,74,5931,-1128,0,1128
71,9,0,M01,5523,8226,5868,85,5953,-2273,0,2273
47,1,7,M05,3394,5947,5892,46,5938,-9,0,9
58,6,1,M00,4516,6599,5928,37,5965,-634,0,634
44,9,9,M07,3235,5938,5931,45,5976,38,38,0
48,8,8,M04,3478,6467,5931,26,5957,-510,0,510
74,7,0,M02,5697,8395,5931,31,5962,-2433,0,2433
54,8,3,M05,3934,6923,5938,51,5989,-934,0,934
56,2,4,M08,4216,7059,5947,90,6037,-1022,0,1022
73,2,0,M01,5637,8480,5953,91,6044,-2436,0,2436
66,4,1,M00,5349,7316,5965,6,5971,-1345,0,1345
55,0,9,M09,4012,5990,5969,21,5990,0,0,0
71,9,1,M00,5523,8226,5971,13,5984,-2242,0,2242
47,1,8,M07,3394,5947,5976,72,6048,101,101,0
69,1,0,M00,5426,7979,5984,43,6027,-1952,0,1952
54,8,4,M02,3934,6923,5989,85,6074,-849,0,849
46,7,9,M03,3381,6079,6000,79,6079,0,0,0
72,8,0,M00,5603,8592,6027,76,6103,-2489,0,2489
56,2,5,M05,4216,7059,6037,10,6047,-1012,0,1012
43,2,9,M04,3229,6072,6039,33,6072,0,0,0
66,4,2,M01,5349,7316,6044,22,6066,-1250,0,1250
59,4,3,M05,4537,6504,6047,61,6108,-396,0,396
47,1,9,M08,3394,5947,6048,30,6078,131,131,0
56,2,6,M07,4216,7059,6048,12,6060,-999,0,999
50,1,8,M07,3642,6195,6060,72,6132,-63,0,63
61,7,2,M01,4888,7586,6066,46,6112,-1474,0,1474
54,8,5,M09,3934,6923,6074,11,6085,-838,0,838
69,1,1,M02,5426,7979,6074,90,6164,-1815,0,1815
54,8,6,M06,3934,6923,6085,40,6125,-798,0,798
73,2,1,M00,5637,8480,6103,85,6188,-2292,0,2292
59,4,4,M03,4537,6504,6108,26,6134,-370,0,370
66,4,3,M05,5349,7316,6108,61,6169,-1147,0,1147
72,8,1,M01,5603,8592,6112,69,6181,-2411,0,2411
56,2,7,M06,4216,7059,6125,89,6214,-845,0,845
54,8,7,M07,3934,6923,6132,89,6221,-702,0,702
58,6,2,M03,4516,6599,6134,61,6195,-404,0,404
59,4,5,M04,4537,6504,6134,69,6203,-301,0,301
50,1,9,M08,3642,6195,6165,30,6195,0,0,0
61,7,3,M05,4888,7586,6169,74,6243,-1343,0,1343
68,6,0,M01,5410,7493,6181,46,6227,-1266,0,1266
70,0,0,M00,5513,7491,6188,29,6217,-1274,0,1274
58,6,3,M02,4516,6599,6195,13,6208,-391,0,391
59,4,6,M08,4537,6504,6203,21,6224,-280,0,280
63,5,0,M02,5016,7499,6208,84,6292,-1207,0,1207
56,2,8,M09,4216,7059,6214,45,6259,-800,0,800
58,6,4,M06,4516,6599,6214,32,6246,-353,0,353
67,0,0,M00,5409,7387,6217,29,6246,-1141,0,1141
54,8,8,M04,3934,6923,6221,26,6247,-676,0,676
70,0,1,M01,5513,7491,6227,78,6305,-1186,0,1186
66,4,4,M03,5349,7316,6228,26,6254,-1062,0,1062
58,6,5,M05,4516,6599,6246,21,6267,-332,0,332
68,6,1,M00,5410,7493,6246,37,6283,-1210,0,1210
72,8,2,M03,5603,8592,6254,76,6330,-2262,0,2262
69,1,2,M04,5426,7979,6259,75,6334,-1645,0,1645
58,6,6,M09,4516,6599,6267,32,6299,-300,0,300
58,6,7,M08,4516,6599,6299,89,6388,-211,0,211
52,5,9,M07,3842,6325,6300,25,6325,0,0,0
74,7,1,M00,5697,8395,6302,86,6388,-2007,0,2007
63,5,1,M01,5016,7499,6305,2,6307,-1192,0,1192
70,0,2,M02,5513,7491,6305,9,6314,-1177,0,1177
63,5,2,M05,5016,7499,6307,52,6359,-1140,0,1140
67,0,1,M01,5409,7387,6307,78,6385,-1002,0,1002
71,9,2,M02,5523,8226,6314,61,6375,-1851,0,1851
59,4,7,M07,4537,6504,6325,49,6374,-130,0,130
70,0,3,M03,5513,7491,6330,36,6366,-1125,0,1125
61,7,4,M04,4888,7586,6334,32,6366,-1220,0,1220
69,1,3,M09,5426,7979,6356,11,6367,-1612,0,1612
72,8,3,M05,5603,8592,6359,51,6410,-2182,0,2182
70,0,4,M04,5513,7491,6366,49,6415,-1076,0,1076
69,1,4,M03,5426,7979,6367,69,6436,-1543,0,1543
59,4,8,M09,4537,6504,6374,72,6446,-58,0,58
62,2,0,M01,4959,7802,6385,91,6476,-1326,0,1326
67,0,2,M02,5409,7387,6385,9,6394,-993,0,993
58,6,8,M07,4516,6599,6388,30,6418,-181,0,181
48,8,9,M08,3478,6467,6393,74,6467,0,0,0
72,8,4,M02,5603,8592,6410,85,6495,-2097,0,2097
66,4,5,M04,5349,7316,6415,69,6484,-832,0,832
67,0,3,M03,5409,7387,6436,36,6472,-915,0,915
59,4,9,M06,4537,6504,6451,53,6504,0,0,0
73,2,2,M03,5637,8480,6472,39,6511,-1969,0,1969
62,2,1,M00,4959,7802,6476,85,6561,-1241,0,1241
74,7,2,M01,5697,8395,6476,46,6522,-1873,0,1873
66,4,6,M08,5349,7316,6484,21,6505,-811,0,811
70,0,5,M05,5513,7491,6487,11,6498,-993,0,993
67,0,4,M04,5409,7387,6488,49,6537,-850,0,850
53,9,9,M07,3844,6547,6502,45,6547,0,0,0
70,0,6,M06,5513,7491,6504,62,6566,-925,0,925
73,2,3,M02,5637,8480,6511,74,6585,-1895,0,1895
60,3,0,M01,4654,7933,6522,81,6603,-1330,0,1330
67,0,5,M05,5409,7387,6537,11,6548,-839,0,839
58,6,9,M04,4516,6599,6544,55,6599,0,0,0
45,3,9,M05,3320,6599,6556,43,6599,0,0,0
62,2,2,M03,4959,7802,6561,39,6600,-1202,0,1202
70,0,7,M07,5513,7491,6566,56,6622,-869,0,869
71,9,3,M06,5523,8226,6566,7,6573,-1653,0,1653
72,8,5,M09,5603,8592,6567,11,6578,-2014,0,2014
67,0,6,M06,5409,7387,6573,62,6635,-752,0,752
74,7,3,M05,5697,8395,6599,74,6673,-1722,0,1722
62,2,3,M02,4959,7802,6600,74,6674,-1128,0,1128
68,6,2,M03,5410,7493,6600,61,6661,-832,0,832
64,9,0,M01,5183,7886,6603,85,6688,-1198,0,1198
