Job,Production_Plan_ID,Operation,Machine,Arrival,Deadline,Start,Processing Time,End,Lateness,Tardiness,Earliness
76,4,0,M02,5893,7860,7200,14,7214,-646,0,646
77,6,0,M01,6048,8131,7200,46,7246,-885,0,885
81,0,0,M00,6286,8264,7200,29,7229,-1035,0,1035
79,5,0,M02,6229,8712,7214,84,7298,-1414,0,1414
71,9,7,M03,5523,8226,7221,52,7273,-953,0,953
60,3,8,M09,4654,7933,7224,22,7246,-687,0,687
76,4,1,M00,5893,7860,7229,6,7235,-625,0,625
78,1,0,M00,6102,8655,7235,43,7278,-1377,0,1377
76,4,2,M01,5893,7860,7246,22,7268,-592,0,592
66,4,9,M06,5349,7316,7263,53,7316,0,0,0
76,4,3,M05,5893,7860,7268,61,7329,-531,0,531
81,0,1,M01,6286,8264,7268,78,7346,-918,0,918
72,8,8,M04,5603,8592,7270,26,7296,-1296,0,1296
74,7,8,M07,5697,8395,7270,36,7306,-1089,0,1089
77,6,1,M00,6048,8131,7278,37,7315,-816,0,816
71,9,8,M04,5523,8226,7296,90,7386,-840,0,840
78,1,1,M02,6102,8655,7298,90,7388,-1267,0,1267
73,2,6,M07,5637,8480,7306,12,7318,-1162,0,1162
77,6,2,M03,6048,8131,7315,61,7376,-755,0,755
80,1,0,M00,6271,8824,7315,43,7358,-1466,0,1466
73,2,7,M06,5637,8480,7318,89,7407,-1073,0,1073
79,5,1,M01,6229,8712,7346,2,7348,-1364,0,1364
79,5,2,M05,6229,8712,7348,52,7400,-1312,0,1312
84,6,0,M01,6510,8593,7348,46,7394,-1199,0,1199
89,8,0,M00,6974,9963,7358,76,7434,-2529,0,2529
67,0,9,M09,5409,7387,7366,21,7387,0,0,0
76,4,4,M03,5893,7860,7376,26,7402,-458,0,458
77,6,3,M02,6048,8131,7388,13,7401,-730,0,730
75,3,0,M01,5853,9132,7394,81,7475,-1657,0,1657
81,0,2,M02,6286,8264,7401,9,7410,-854,0,854
79,5,3,M03,6229,8712,7402,95,7497,-1215,0,1215
73,2,8,M09,5637,8480,7407,45,7452,-1028,0,1028
77,6,4,M06,6048,8131,7407,32,7439,-692,0,692
86,4,0,M02,6755,8722,7410,14,7424,-1298,0,1298
80,1,1,M02,6271,8824,7424,90,7514,-1310,0,1310
86,4,1,M00,6755,8722,7434,6,7440,-1282,0,1282
68,6,9,M04,5410,7493,7438,55,7493,0,0,0
77,6,5,M05,6048,8131,7439,21,7460,-671,0,671
