Job,Production_Plan_ID,Operation,Machine,Arrival,Deadline,Start,Processing Time,End,Lateness,Tardiness,Earliness
150,6,0,M01,10258,12341,11520,46,11566,-775,0,775
131,1,9,M08,8963,11516,11537,30,11567,51,51,0
132,6,8,M07,9227,11310,11537,30,11567,257,257,0
147,4,0,M02,10119,12086,11542,14,11556,-530,0,530
134,8,2,M03,9284,12273,11552,76,11628,-645,0,645
147,4,1,M00,10119,12086,11556,6,11562,-524,0,524
165,4,0,M02,11483,13450,11556,14,11570,-1880,0,1880
138,3,2,M00,9513,12792,11562,71,11633,-1159,0,1159
147,4,2,M01,10119,12086,11566,22,11588,-498,0,498
119,3,6,M07,8521,11800,11567,85,11652,-148,0,148
123,8,9,M08,8566,11555,11567,74,11641,86,86,0
132,6,9,M04,9227,11310,11567,55,11622,312,312,0
155,7,0,M02,10692,13390,11570,31,11601,-1789,0,1789
137,7,5,M06,9449,12147,11585,88,11673,-474,0,474
147,4,3,M05,10119,12086,11588,61,11649,-437,0,437
163,3,0,M01,11179,14458,11588,81,11669,-2789,0,2789
151,4,0,M02,10295,12262,11601,14,11615,-647,0,647
148,7,0,M02,10200,12898,11615,31,11646,-1252,0,1252
143,1,2,M04,9926,12479,11622,75,11697,-782,0,782
133,2,2,M03,9279,12122,11628,39,11667,-455,0,455
151,4,1,M00,10295,12262,11633,6,11639,-623,0,623
150,6,1,M00,10258,12341,11639,37,11676,-665,0,665
124,3,5,M08,8600,11879,11641,52,11693,-186,0,186
145,6,3,M02,10023,12106,11646,13,11659,-447,0,447
134,8,3,M05,9284,12273,11649,51,11700,-573,0,573
140,0,7,M07,9614,11592,11652,56,11708,116,116,0
119,3,7,M03,8521,11800,11667,98,11765,-35,0,35
133,2,3,M02,9279,12122,11667,74,11741,-381,0,381
151,4,2,M01,10295,12262,11669,22,11691,-571,0,571
135,5,7,M06,9328,11811,11673,65,11738,-73,0,73
148,7,1,M00,10200,12898,11676,86,11762,-1136,0,1136
153,9,0,M01,10573,13276,11691,85,11776,-1500,0,1500
137,7,6,M08,9449,12147,11693,19,11712,-435,0,435
143,1,3,M09,9926,12479,11697,11,11708,-771,0,771
151,4,3,M05,10295,12262,11700,61,11761,-501,0,501
124,3,6,M07,8600,11879,11708,85,11793,-86,0,86
140,0,8,M08,9614,11592,11712,44,11756,164,164,0
135,5,8,M04,9328,11811,11738,6,11744,-67,0,67
145,6,4,M06,10023,12106,11738,32,11770,-336,0,336
134,8,4,M02,9284,12273,11741,85,11826,-447,0,447
138,3,3,M04,9513,12792,11744,99,11843,-949,0,949
133,2,4,M08,9279,12122,11756,90,11846,-276,0,276
140,0,9,M09,9614,11592,11756,21,11777,185,185,0
154,0,0,M00,10674,12652,11762,29,11791,-861,0,861
147,4,4,M03,10119,12086,11765,26,11791,-295,0,295
145,6,5,M05,10023,12106,11770,21,11791,-315,0,315
148,7,2,M01,10200,12898,11776,46,11822,-1076,0,1076
119,3,8,M09,8521,11800,11777,22,11799,-1,0,1
153,9,1,M00,10573,13276,11791,13,11804,-1472,0,1472
124,3,7,M03,8600,11879,11793,98,11891,12,12,0
135,5,9,M07,9328,11811,11793,25,11818,7,7,0
119,3,9,M05,8521,11800,11799,43,11842,42,42,0
137,7,7,M09,9449,12147,11799,48,11847,-300,0,300
152,8,0,M00,10544,13533,11804,76,11880,-1653,0,1653
154,0,1,M01,10674,12652,11822,78,11900,-752,0,752
163,3,1,M02,11179,14458,11826,95,11921,-2537,0,2537
138,3,4,M06,9513,12792,11843,9,11852,-940,0,940
147,4,5,M04,10119,12086,11843,69,11912,-174,0,174
133,2,5,M05,9279,12122,11846,10,11856,-266,0,266
139,9,4,M08,9551,12254,11846,64,11910,-344,0,344
134,8,5,M09,9284,12273,11847,11,11858,-415,0,415
137,7,8,M07,9449,12147,11847,36,11883,-264,0,264
134,8,6,M06,9284,12273,11858,40,11898,-375,0,375
145,6,6,M09,10023,12106,11858,32,11890,-216,0,216
160,1,0,M00,11087,13640,11880,43,11923,-1717,0,1717
133,2,6,M07,9279,12122,11883,12,11895,-227,0,227
124,3,8,M09,8600,11879,11891,22,11913,34,34,0
151,4,4,M03,10295,12262,11891,26,11917,-345,0,345
133,2,7,M06,9279,12122,11898,89,11987,-135,0,135
134,8,7,M07,9284,12273,11898,89,11987,-286,0,286
161,9,0,M01,11145,13848,11900,85,11985,-1863,0,1863
145,6,7,M08,10023,12106,11910,89,11999,-107,0,107
124,3,9,M05,8600,11879,11913,43,11956,77,77,0
139,9,5,M09,9551,12254,11913,76,11989,-265,0,265
150,6,2,M03,10258,12341,11917,61,11978,-363,0,363
151,4,5,M04,10295,12262,11917,69,11986,-276,0,276
141,9,2,M02,9675,12378,11921,61,11982,-396,0,396
163,3,2,M00,11179,14458,11923,71,11994,-2464,0,2464
143,1,4,M03,9926,12479,11978,69,12047,-432,0,432
150,6,3,M02,10258,12341,11982,13,11995,-346,0,346
164,2,0,M01,11187,14030,11985,91,12076,-1954,0,1954
134,8,8,M04,9284,12273,11987,26,12013,-260,0,260
141,9,3,M06,9675,12378,11987,7,11994,-384,0,384
133,2,8,M09,9279,12122,11989,45,12034,-88,0,88
139,9,6,M05,9551,12254,11989,47,12036,-218,0,218
155,7,1,M00,10692,13390,11994,86,12080,-1310,0,1310
150,6,4,M06,10258,12341,11995,32,12027,-314,0,314
160,1,1,M02,11087,13640,11995,90,12085,-1555,0,1555
145,6,8,M07,10023,12106,11999,30,12029,-77,0,77
