Job,Production_Plan_ID,Operation,Machine,Arrival,Deadline,Start,Processing Time,End,Lateness,Tardiness,Earliness
10,0,9,M09,922,2900,2880,21,2901,1,1,0
21,3,0,M01,1495,4774,2880,81,2961,-1813,0,1813
29,1,0,M00,2238,4791,2880,43,2923,-1868,0,1868
32,5,0,M02,2478,4961,2880,84,2964,-1997,0,1997
4,4,7,M07,386,2353,2880,49,2929,576,576,0
1,1,9,M08,130,2683,2885,30,2915,232,232,0
6,6,9,M04,480,2563,2895,55,2950,387,387,0
2,2,8,M09,151,2994,2901,45,2946,-48,0,48
23,8,0,M00,1557,4546,2923,76,2999,-1547,0,1547
7,7,5,M06,506,3204,2927,88,3015,-189,0,189
5,5,9,M07,464,2947,2929,25,2954,7,7,0
4,4,8,M09,386,2353,2946,72,3018,665,665,0
14,4,7,M07,1127,3094,2954,49,3003,-91,0,91
2,2,9,M04,151,2994,2961,33,2994,0,0,0
26,9,0,M01,1882,4585,2961,85,3046,-1539,0,1539
29,1,1,M02,2238,4791,2964,90,3054,-1737,0,1737
8,8,8,M04,526,3515,2994,26,3020,-495,0,495
28,0,0,M00,2190,4168,2999,29,3028,-1140,0,1140
7,7,6,M08,506,3204,3015,19,3034,-170,0,170
4,4,9,M06,386,2353,3018,53,3071,718,718,0
31,1,0,M00,2413,4966,3028,43,3071,-1895,0,1895
7,7,7,M09,506,3204,3034,48,3082,-122,0,122
25,6,0,M01,1794,3877,3047,46,3093,-784,0,784
24,5,0,M02,1602,4085,3054,84,3138,-947,0,947
29,1,2,M04,2238,4791,3054,75,3129,-1662,0,1662
0,0,6,M06,49,2027,3071,62,3133,1106,1106,0
26,9,1,M00,1882,4585,3071,13,3084,-1501,0,1501
14,4,8,M09,1127,3094,3082,72,3154,60,60,0
7,7,8,M07,506,3204,3082,36,3118,-86,0,86
25,6,1,M00,1794,3877,3093,37,3130,-747,0,747
28,0,1,M01,2190,4168,3093,78,3171,-997,0,997
7,7,9,M03,506,3204,3125,79,3204,0,0,0
0,0,7,M07,49,2027,3133,56,3189,1162,1162,0
40,4,0,M02,2862,4829,3149,14,3163,-1666,0,1666
14,4,9,M06,1127,3094,3154,53,3207,113,113,0
29,1,3,M09,2238,4791,3154,11,3165,-1626,0,1626
27,4,0,M02,2132,4099,3163,14,3177,-922,0,922
24,5,1,M01,1602,4085,3171,2,3173,-912,0,912
24,5,2,M05,1602,4085,3173,52,3225,-860,0,860
32,5,1,M01,2478,4961,3173,2,3175,-1786,0,1786
33,6,0,M01,2528,4611,3175,46,3221,-1390,0,1390
20,7,0,M02,1472,4170,3177,31,3208,-962,0,962
0,0,8,M08,49,2027,3189,44,3233,1206,1206,0
9,9,9,M07,535,3238,3193,45,3238,0,0,0
28,0,2,M02,2190,4168,3208,9,3217,-951,0,951
38,4,0,M02,2652,4619,3217,14,3231,-1388,0,1388
40,4,1,M00,2862,4829,3220,6,3226,-1603,0,1603
27,4,1,M00,2132,4099,3226,6,3232,-867,0,867
40,4,2,M01,2862,4829,3230,22,3252,-1577,0,1577
29,1,4,M03,2238,4791,3231,69,3300,-1491,0,1491
20,7,1,M00,1472,4170,3232,86,3318,-852,0,852
0,0,9,M09,49,2027,3233,21,3254,1227,1227,0
27,4,2,M01,2132,4099,3252,22,3274,-825,0,825
40,4,3,M05,2862,4829,3252,61,3313,-1516,0,1516
35,7,0,M02,2576,5274,3261,31,3292,-1982,0,1982
23,8,1,M01,1557,4546,3274,69,3343,-1203,0,1203
31,1,1,M02,2413,4966,3292,90,3382,-1584,0,1584
27,4,3,M05,2132,4099,3313,61,3374,-725,0,725
40,4,4,M03,2862,4829,3313,26,3339,-1490,0,1490
38,4,1,M00,2652,4619,3318,6,3324,-1295,0,1295
25,6,2,M03,1794,3877,3339,61,3400,-477,0,477
40,4,5,M04,2862,4829,3351,69,3420,-1409,0,1409
29,1,5,M01,2238,4791,3354,28,3382,-1409,0,1409
35,7,1,M00,2576,5274,3365,86,3451,-1823,0,1823
32,5,2,M05,2478,4961,3374,52,3426,-1535,0,1535
20,7,2,M01,1472,4170,3382,46,3428,-742,0,742
29,1,6,M06,2238,4791,3382,46,3428,-1363,0,1363
25,6,3,M02,1794,3877,3400,13,3413,-464,0,464
28,0,3,M03,2190,4168,3400,36,3436,-732,0,732
26,9,2,M02,1882,4585,3413,61,3474,-1111,0,1111
31,1,2,M04,2413,4966,3420,75,3495,-1471,0,1471
40,4,6,M08,2862,4829,3420,21,3441,-1388,0,1388
25,6,4,M06,1794,3877,3428,32,3460,-417,0,417
29,1,7,M05,2238,4791,3428,46,3474,-1317,0,1317
27,4,4,M03,2132,4099,3436,26,3462,-637,0,637
8,8,9,M08,526,3515,3441,74,3515,0,0,0
35,7,2,M01,2576,5274,3451,46,3497,-1777,0,1777
39,0,0,M00,2663,4641,3451,29,3480,-1161,0,1161
24,5,3,M03,1602,4085,3462,95,3557,-528,0,528
25,6,5,M05,1794,3877,3474,21,3495,-382,0,382
26,9,3,M06,1882,4585,3474,7,3481,-1104,0,1104
40,4,7,M07,2862,4829,3491,49,3540,-1289,0,1289
28,0,4,M04,2190,4168,3495,49,3544,-624,0,624
31,1,3,M09,2413,4966,3495,11,3506,-1460,0,1460
35,7,3,M05,2576,5274,3497,74,3571,-1703,0,1703
39,0,1,M01,2663,4641,3497,78,3575,-1066,0,1066
25,6,6,M09,1794,3877,3506,32,3538,-339,0,339
26,9,4,M08,1882,4585,3515,64,3579,-1006,0,1006
21,3,1,M02,1495,4774,3527,95,3622,-1152,0,1152
28,0,5,M05,2190,4168,3571,11,3582,-586,0,586
35,7,4,M04,2576,5274,3571,32,3603,-1671,0,1671
33,6,1,M00,2528,4611,3572,37,3609,-1002,0,1002
38,4,2,M01,2652,4619,3575,22,3597,-1022,0,1022
25,6,7,M08,1794,3877,3579,89,3668,-209,0,209
20,7,3,M05,1472,4170,3582,74,3656,-514,0,514
28,0,6,M06,2190,4168,3582,62,3644,-524,0,524
11,9,9,M07,928,3631,3586,45,3631,0,0,0
22,2,0,M01,1521,4364,3597,91,3688,-676,0,676
27,4,5,M04,2132,4099,3603,69,3672,-427,0,427
