Job,Routing_ID,Arrival,Ready Time,Deadline,Operation,Machine,Start,Processing Time,End
J25-0012,2,1103,1440,4385,0,M01,4320,91,4411
J25-0040,0,3145,4320,6171,0,M00,4321,29,4350
J25-0024,3,2108,2880,4809,6,M07,4349,85,4434
J25-0059,1,4076,4320,6187,0,M00,4350,43,4393
J25-0031,1,2567,2880,4377,9,M08,4353,30,4383
J25-0018,8,1919,2880,4772,4,M02,4354,85,4439
J25-0023,8,2055,2880,4676,5,M09,4354,11,4365
J25-0026,6,2192,2880,4415,9,M04,4360,55,4415
J25-0023,8,2055,2880,4676,6,M06,4365,40,4405
J25-0022,9,2001,2880,4784,4,M08,4383,64,4447
J25-0012,2,1103,1440,4385,1,M00,4411,85,4496
J25-0040,0,3145,4320,6171,1,M01,4411,78,4489
J25-0017,7,1864,2880,4980,4,M04,4415,32,4447
J25-0023,8,2055,2880,4676,7,M07,4434,89,4523
J25-0044,5,3231,4320,5957,0,M02,4439,84,4523
J25-0017,7,1864,2880,4980,5,M06,4447,88,4535
J25-0022,9,2001,2880,4784,5,M09,4447,76,4523
J25-0027,7,2277,2880,5711,6,M08,4448,19,4467
J25-0016,6,1500,2880,4558,9,M04,4472,55,4527
J25-0004,3,287,1440,4856,0,M01,4489,81,4570
J25-0012,2,1103,1440,4385,2,M03,4496,39,4535
J25-0052,8,3675,4320,6437,0,M00,4496,76,4572
J25-0018,8,1919,2880,4772,5,M09,4523,11,4534
J25-0022,9,2001,2880,4784,6,M05,4524,47,4571
J25-0040,0,3145,4320,6171,2,M02,4524,9,4533
J25-0023,8,2055,2880,4676,8,M04,4527,26,4553
J25-0012,2,1103,1440,4385,3,M02,4535,74,4609
J25-0018,8,1919,2880,4772,6,M06,4535,40,4575
J25-0040,0,3145,4320,6171,3,M03,4535,36,4571
J25-0027,7,2277,2880,5711,7,M09,4537,48,4585
J25-0023,8,2055,2880,4676,9,M08,4553,74,4627
J25-0045,6,3235,4320,6188,0,M01,4570,46,4616
J25-0022,9,2001,2880,4784,7,M03,4571,52,4623
J25-0040,0,3145,4320,6171,4,M04,4571,49,4620
J25-0054,0,3836,4320,6171,0,M00,4572,29,4601
J25-0019,9,1925,2880,4621,9,M07,4576,45,4621
J25-0004,3,287,1440,4856,1,M02,4609,95,4704
J25-0044,5,3231,4320,5957,1,M01,4616,2,4618
J25-0045,6,3235,4320,6188,1,M00,4616,37,4653
J25-0057,2,4059,4320,5362,0,M01,4618,91,4709
J25-0040,0,3145,4320,6171,5,M05,4620,11,4631
J25-0018,8,1919,2880,4772,7,M07,4622,89,4711
J25-0029,4,2301,2880,4675,9,M06,4622,53,4675
J25-0022,9,2001,2880,4784,8,M04,4623,90,4713
J25-0024,3,2108,2880,4809,7,M03,4623,98,4721
J25-0012,2,1103,1440,4385,4,M08,4627,90,4717
J25-0044,5,3231,4320,5957,2,M05,4633,52,4685
J25-0060,1,4147,4320,5633,0,M00,4653,43,4696
J25-0004,3,287,1440,4856,2,M00,4704,71,4775
J25-0060,1,4147,4320,5633,1,M02,4704,90,4794
J25-0063,3,4269,4320,5959,0,M01,4709,81,4790
J25-0018,8,1919,2880,4772,8,M04,4713,26,4739
J25-0012,2,1103,1440,4385,5,M05,4717,10,4727
J25-0017,7,1864,2880,4980,6,M08,4719,19,4738
J25-0045,6,3235,4320,6188,2,M03,4721,61,4782
J25-0024,3,2108,2880,4809,8,M09,4722,22,4744
J25-0012,2,1103,1440,4385,6,M07,4727,12,4739
J25-0012,2,1103,1440,4385,7,M06,4739,89,4828
J25-0018,8,1919,2880,4772,9,M08,4739,74,4813
J25-0022,9,2001,2880,4784,9,M07,4739,45,4784
J25-0025,2,2126,2880,4780,9,M04,4742,33,4775
J25-0017,7,1864,2880,4980,7,M09,4744,48,4792
J25-0024,3,2108,2880,4809,9,M05,4766,43,4809
J25-0004,3,287,1440,4856,3,M04,4775,99,4874
J25-0043,1,3217,4320,5714,0,M00,4775,43,4818
J25-0044,5,3231,4320,5957,3,M03,4782,95,4877
J25-0054,0,3836,4320,6171,1,M01,4790,78,4868
J25-0045,6,3235,4320,6188,3,M02,4794,13,4807
J25-0063,3,4269,4320,5959,1,M02,4807,95,4902
J25-0020,1,1935,2880,4834,9,M08,4813,30,4843
J25-0057,2,4059,4320,5362,1,M00,4818,85,4903
J25-0017,7,1864,2880,4980,8,M07,4821,36,4857
J25-0012,2,1103,1440,4385,8,M09,4828,45,4873
J25-0045,6,3235,4320,6188,4,M06,4828,32,4860
J25-0045,6,3235,4320,6188,5,M05,4860,21,4881
J25-0062,6,4259,4320,6091,0,M01,4868,46,4914
J25-0004,3,287,1440,4856,4,M06,4874,9,4883
J25-0012,2,1103,1440,4385,9,M04,4874,33,4907
J25-0017,7,1864,2880,4980,9,M03,4877,79,4956
J25-0027,7,2277,2880,5711,8,M07,4878,36,4914
J25-0045,6,3235,4320,6188,6,M09,4881,32,4913
J25-0004,3,287,1440,4856,9,M05,4883,43,4926
J25-0044,5,3231,4320,5957,4,M08,4888,48,4936
J25-0051,4,3651,4320,6988,0,M02,4902,14,4916
J25-0060,1,4147,4320,5633,2,M04,4907,75,4982
J25-0052,8,3675,4320,6437,1,M01,4914,69,4983
J25-0062,6,4259,4320,6091,1,M00,4914,37,4951
J25-0047,4,3397,4320,5671,0,M02,4917,14,4931
J25-0054,0,3836,4320,6171,2,M02,4931,9,4940
J25-0045,6,3235,4320,6188,7,M08,4936,89,5025
J25-0044,5,3231,4320,5957,5,M09,4937,72,5009
J25-0055,7,3918,4320,5859,0,M02,4943,31,4974
J25-0063,3,4269,4320,5959,2,M00,4951,71,5022
J25-0057,2,4059,4320,5362,2,M03,4956,39,4995
J25-0041,9,3174,4320,5836,0,M01,4983,85,5068
J25-0062,6,4259,4320,6091,2,M03,4995,61,5056
