Job,Routing_ID,Arrival,Ready Time,Deadline,Operation,Machine,Start,Processing Time,End
J25-0092,4,5917,7200,10305,0,M02,7200,14,7214
J25-0092,4,5917,7200,10305,1,M00,7214,6,7220
J25-0097,7,6475,7200,9963,0,M02,7214,31,7245
J25-0042,8,3195,4320,7213,0,M00,7220,76,7296
J25-0081,4,5337,5760,7621,3,M05,7220,61,7281
J25-0048,7,3494,4320,7551,6,M08,7243,19,7262
J25-0072,6,4615,5760,7261,8,M07,7243,30,7273
J25-0075,4,4666,5760,7277,9,M06,7244,53,7297
J25-0071,8,4614,5760,7583,4,M02,7245,85,7330
J25-0082,7,5419,5760,7265,9,M03,7252,79,7331
J25-0092,4,5917,7200,10305,2,M01,7255,22,7277
J25-0048,7,3494,4320,7551,7,M09,7262,48,7310
J25-0078,5,4848,5760,7603,4,M08,7262,48,7310
J25-0072,6,4615,5760,7261,9,M04,7273,55,7328
J25-0083,0,5436,5760,7484,7,M07,7273,56,7329
J25-0065,4,4375,5760,7640,2,M01,7277,22,7299
J25-0092,4,5917,7200,10305,3,M05,7281,61,7342
J25-0089,9,5759,5760,8570,1,M00,7296,13,7309
J25-0099,3,6617,7200,8140,0,M01,7299,81,7380
J25-0066,5,4395,5760,7396,6,M00,7309,47,7356
J25-0038,3,2972,4320,7669,5,M08,7310,52,7362
J25-0042,8,3195,4320,7213,5,M09,7310,11,7321
J25-0042,8,3195,4320,7213,6,M06,7321,40,7361
J25-0078,5,4848,5760,7603,5,M09,7321,72,7393
J25-0048,7,3494,4320,7551,8,M07,7329,36,7365
J25-0089,9,5759,5760,8570,2,M02,7330,61,7391
J25-0081,4,5337,5760,7621,4,M03,7331,26,7357
J25-0065,4,4375,5760,7640,3,M05,7342,61,7403
J25-0096,0,6401,7200,9536,0,M00,7356,29,7385
J25-0073,3,4628,5760,7489,7,M03,7357,98,7455
J25-0081,4,5337,5760,7621,5,M04,7357,69,7426
J25-0066,5,4395,5760,7396,7,M06,7361,65,7426
J25-0083,0,5436,5760,7484,8,M08,7362,44,7406
J25-0042,8,3195,4320,7213,7,M07,7365,89,7454
J25-0088,3,5677,5760,8515,0,M01,7380,81,7461
J25-0076,1,4689,5760,7750,1,M02,7391,90,7481
J25-0071,8,4614,5760,7583,5,M09,7393,11,7404
J25-0078,5,4848,5760,7603,6,M00,7393,47,7440
J25-0066,5,4395,5760,7396,8,M04,7426,6,7432
J25-0071,8,4614,5760,7583,6,M06,7426,40,7466
J25-0081,4,5337,5760,7621,6,M08,7426,21,7447
J25-0083,0,5436,5760,7484,9,M09,7434,21,7455
J25-0067,7,4416,5760,7920,1,M00,7440,86,7526
J25-0042,8,3195,4320,7213,8,M04,7454,26,7480
J25-0066,5,4395,5760,7396,9,M07,7454,25,7479
J25-0073,3,4628,5760,7489,8,M09,7455,22,7477
J25-0085,6,5499,5760,7735,2,M03,7455,61,7516
