Job,Production_Plan_ID,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
38,4,4,2770,4667.0,M03,4320.0,26.0,4346.0,0.0
39,0,2,2781,4687.0,M02,4320.0,9.0,4329.0,0.0
40,4,0,2989,4886.0,M02,4329.0,14.0,4343.0,0.0
21,3,1,1561,4722.0,M02,4343.0,95.0,4438.0,0.0
40,4,1,2989,4886.0,M00,4343.0,6.0,4349.0,0.0
38,4,5,2770,4667.0,M04,4346.0,69.0,4415.0,0.0
39,0,3,2781,4687.0,M03,4346.0,36.0,4382.0,0.0
31,1,0,2520,4981.0,M00,4349.0,43.0,4392.0,0.0
40,4,2,2989,4886.0,M01,4349.0,22.0,4371.0,0.0
33,6,5,2641,4649.0,M05,4373.49,21.0,4394.49,0.0
26,9,6,1966,4572.0,M05,4394.49,47.0,4441.49,0.0
33,6,6,2641,4649.0,M09,4394.49,32.0,4426.49,0.0
38,4,6,2770,4667.0,M08,4415.0,21.0,4436.0,0.0
39,0,4,2781,4687.0,M04,4415.0,49.0,4464.0,0.0
33,6,7,2641,4649.0,M08,4436.0,89.0,4525.0,0.0
38,4,7,2770,4667.0,M07,4436.0,49.0,4485.0,0.0
21,3,2,1561,4722.0,M00,4438.0,71.0,4509.0,0.0
29,1,1,2338,4799.0,M02,4438.0,90.0,4528.0,0.0
26,9,7,1966,4572.0,M03,4441.49,52.0,4493.49,0.0
39,0,5,2781,4687.0,M05,4464.0,11.0,4475.0,0.0
39,0,6,2781,4687.0,M06,4475.0,62.0,4537.0,0.0
40,4,3,2989,4886.0,M05,4475.0,61.0,4536.0,0.0
38,4,8,2770,4667.0,M09,4485.0,72.0,4557.0,0.0
26,9,8,1966,4572.0,M04,4493.49,90.0,4583.49,11.49
42,0,0,3252,5158.0,M00,4509.0,29.0,4538.0,0.0
33,6,8,2641,4649.0,M07,4525.0,30.0,4555.0,0.0
23,8,4,1626,4507.0,M02,4528.0,85.0,4613.0,106.0
40,4,4,2989,4886.0,M03,4536.0,26.0,4562.0,0.0
30,8,0,2379,5260.0,M00,4538.0,76.0,4614.0,0.0
39,0,7,2781,4687.0,M07,4555.0,56.0,4611.0,0.0
29,1,2,2338,4799.0,M04,4583.49,75.0,4658.49,0.0
26,9,9,1966,4572.0,M07,4611.0,45.0,4656.0,84.0
39,0,8,2781,4687.0,M08,4611.0,44.0,4655.0,0.0
23,8,5,1626,4507.0,M09,4613.0,11.0,4624.0,117.0
31,1,1,2520,4981.0,M02,4613.0,90.0,4703.0,0.0
23,8,6,1626,4507.0,M06,4624.0,40.0,4664.0,157.0
29,1,3,2338,4799.0,M09,4658.49,11.0,4669.49,0.0
40,4,5,2989,4886.0,M04,4658.49,69.0,4727.49,0.0
23,8,7,1626,4507.0,M07,4664.0,89.0,4753.0,246.0
38,4,9,2770,4667.0,M06,4664.0,53.0,4717.0,50.0
29,1,4,2338,4799.0,M03,4669.49,69.0,4738.49,0.0
39,0,9,2781,4687.0,M09,4669.49,21.0,4690.49,3.49
32,5,0,2588,4982.0,M02,4703.0,84.0,4787.0,0.0
21,3,3,1561,4722.0,M04,4727.49,99.0,4826.49,104.49
40,4,6,2989,4886.0,M08,4727.49,21.0,4748.49,0.0
29,1,5,2338,4799.0,M01,4738.49,28.0,4766.49,0.0
40,4,7,2989,4886.0,M07,4753.0,49.0,4802.0,0.0
32,5,1,2588,4982.0,M01,4787.0,2.0,4789.0,0.0
35,7,0,2691,5292.0,M02,4787.0,31.0,4818.0,0.0
32,5,2,2588,4982.0,M05,4789.0,52.0,4841.0,0.0
34,9,0,2645,5251.0,M01,4789.0,85.0,4874.0,0.0
21,3,4,1561,4722.0,M06,4826.49,9.0,4835.49,113.49
31,1,2,2520,4981.0,M04,4826.49,75.0,4901.49,0.0
21,3,5,1561,4722.0,M08,4835.49,52.0,4887.49,165.49
29,1,6,2338,4799.0,M06,4835.49,46.0,4881.49,82.49
32,5,3,2588,4982.0,M03,4841.0,95.0,4936.0,0.0
34,9,1,2645,5251.0,M00,4874.0,13.0,4887.0,0.0
42,0,1,3252,5158.0,M01,4874.0,78.0,4952.0,0.0
29,1,7,2338,4799.0,M05,4881.49,46.0,4927.49,128.49
35,7,1,2691,5292.0,M00,4887.0,86.0,4973.0,0.0
21,3,6,1561,4722.0,M07,4887.49,85.0,4972.49,250.49
31,1,3,2520,4981.0,M09,4901.49,11.0,4912.49,0.0
33,6,9,2641,4649.0,M04,4901.49,55.0,4956.49,307.49
40,4,8,2989,4886.0,M09,4912.49,72.0,4984.49,98.49
31,1,4,2520,4981.0,M03,4936.0,69.0,5005.0,24.0
32,5,4,2588,4982.0,M08,4936.0,48.0,4984.0,2.0
42,0,2,3252,5158.0,M02,4952.0,9.0,4961.0,0.0
23,8,8,1626,4507.0,M04,4956.49,26.0,4982.49,475.49
29,1,8,2338,4799.0,M07,4972.49,72.0,5044.49,245.49
32,5,5,2588,4982.0,M09,4984.49,72.0,5056.49,74.49
40,4,9,2989,4886.0,M06,4984.49,53.0,5037.49,151.49
21,3,7,1561,4722.0,M03,5005.0,98.0,5103.0,381.0
31,1,5,2520,4981.0,M01,5005.0,28.0,5033.0,52.0
34,9,2,2645,5251.0,M02,5022.49,61.0,5083.49,0.0
30,8,1,2379,5260.0,M01,5033.0,69.0,5102.0,0.0
31,1,6,2520,4981.0,M06,5037.49,46.0,5083.49,102.49
29,1,9,2338,4799.0,M08,5044.49,30.0,5074.49,275.49
32,5,6,2588,4982.0,M00,5056.49,47.0,5103.49,121.49
23,8,9,1626,4507.0,M08,5074.49,74.0,5148.49,641.49
31,1,7,2520,4981.0,M05,5083.49,46.0,5129.49,148.49
34,9,3,2645,5251.0,M06,5083.49,7.0,5090.49,0.0
35,7,2,2691,5292.0,M01,5102.0,46.0,5148.0,0.0
21,3,8,1561,4722.0,M09,5103.0,22.0,5125.0,403.0
42,0,3,3252,5158.0,M03,5103.0,36.0,5139.0,0.0
32,5,7,2588,4982.0,M06,5103.49,65.0,5168.49,186.49
21,3,9,1561,4722.0,M05,5129.49,43.0,5172.49,450.49
