Job,Production_Plan_ID,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
67,0,3,5649,7555.0,M03,7200.0,36.0,7236.0,0.0
71,9,1,5768,8374.0,M00,7200.02,13.0,7213.02,0.0
36,3,5,2709,5870.0,M08,7205.88,52.0,7257.88,1387.88
66,4,8,5587,7484.0,M09,7206.92,72.0,7278.92,0.0
74,7,2,5949,8550.0,M01,7210.4,46.0,7256.4,0.0
68,6,1,5651,7659.0,M00,7213.02,37.0,7250.02,0.0
45,3,4,3467,6628.0,M06,7218.4,9.0,7227.4,599.4
53,9,8,4015,6621.0,M04,7218.4,90.0,7308.4,687.4
71,9,2,5768,8374.0,M02,7223.4,61.0,7284.4,0.0
68,6,2,5651,7659.0,M03,7250.02,61.0,7311.02,0.0
61,7,1,5105,7706.0,M00,7254.02,86.0,7340.02,0.0
54,8,1,4109,6990.0,M01,7256.4,69.0,7325.4,335.4
74,7,3,5949,8550.0,M05,7256.4,74.0,7330.4,0.0
36,3,6,2709,5870.0,M07,7257.88,85.0,7342.88,1472.88
50,1,9,3804,6265.0,M08,7257.88,30.0,7287.88,1022.88
66,4,9,5587,7484.0,M06,7278.92,53.0,7331.92,0.0
45,3,5,3467,6628.0,M08,7287.88,52.0,7339.88,711.88
67,0,4,5649,7555.0,M04,7308.4,49.0,7357.4,0.0
63,5,3,5239,7633.0,M03,7311.02,95.0,7406.02,0.0
70,0,0,5757,7663.0,M00,7340.02,29.0,7369.02,0.0
53,9,9,4015,6621.0,M07,7342.88,45.0,7387.88,766.88
61,7,2,5105,7706.0,M01,7346.4,46.0,7392.4,0.0
68,6,3,5651,7659.0,M02,7349.78,13.0,7362.78,0.0
76,4,5,6155,8052.0,M04,7357.4,69.0,7426.4,0.0
68,6,4,5651,7659.0,M06,7362.78,32.0,7394.78,0.0
77,6,1,6316,8324.0,M00,7369.02,37.0,7406.02,0.0
45,3,6,3467,6628.0,M07,7387.88,85.0,7472.88,844.88
61,7,3,5105,7706.0,M05,7392.4,74.0,7466.4,0.0
70,0,1,5757,7663.0,M01,7392.4,78.0,7470.4,0.0
71,9,3,5768,8374.0,M06,7394.78,7.0,7401.78,0.0
77,6,2,6316,8324.0,M03,7406.02,61.0,7467.02,0.0
63,5,4,5239,7633.0,M08,7416.4,48.0,7464.4,0.0
74,7,4,5949,8550.0,M04,7426.4,32.0,7458.4,0.0
71,9,4,5768,8374.0,M08,7464.4,64.0,7528.4,0.0
67,0,5,5649,7555.0,M05,7466.4,11.0,7477.4,0.0
36,3,7,2709,5870.0,M03,7467.02,98.0,7565.02,1695.02
51,3,0,3843,7004.0,M01,7470.4,81.0,7551.4,547.4
70,0,2,5757,7663.0,M02,7470.4,9.0,7479.4,0.0
68,6,5,5651,7659.0,M05,7477.4,21.0,7498.4,0.0
77,6,3,6316,8324.0,M02,7479.4,13.0,7492.4,0.0
77,6,4,6316,8324.0,M06,7492.4,32.0,7524.4,0.0
74,7,5,5949,8550.0,M06,7524.4,88.0,7612.4,0.0
51,3,1,3843,7004.0,M02,7551.4,95.0,7646.4,642.4
62,2,0,5179,7920.0,M01,7551.4,91.0,7642.4,0.0
70,0,3,5757,7663.0,M03,7565.02,36.0,7601.02,0.0
36,3,8,2709,5870.0,M09,7575.4,22.0,7597.4,1727.4
36,3,9,2709,5870.0,M05,7597.4,43.0,7640.4,1770.4
68,6,6,5651,7659.0,M09,7597.4,32.0,7629.4,0.0
70,0,4,5757,7663.0,M04,7601.02,49.0,7650.02,0.0
54,8,2,4109,6990.0,M03,7611.4,76.0,7687.4,697.4
63,5,5,5239,7633.0,M09,7629.4,72.0,7701.4,68.4
68,6,7,5651,7659.0,M08,7629.4,89.0,7718.4,59.4
77,6,5,6316,8324.0,M05,7640.4,21.0,7661.4,0.0
64,9,0,5413,8019.0,M01,7642.4,85.0,7727.4,0.0
51,3,2,3843,7004.0,M00,7646.4,71.0,7717.4,713.4
61,7,4,5105,7706.0,M04,7650.02,32.0,7682.02,0.0
61,7,5,5105,7706.0,M06,7682.02,88.0,7770.02,64.02
45,3,7,3467,6628.0,M03,7687.4,98.0,7785.4,1157.4
54,8,3,4109,6990.0,M05,7687.4,51.0,7738.4,748.4
71,9,5,5768,8374.0,M09,7701.4,76.0,7777.4,0.0
51,3,3,3843,7004.0,M04,7717.4,99.0,7816.4,812.4
62,2,1,5179,7920.0,M00,7717.4,85.0,7802.4,0.0
76,4,6,6155,8052.0,M08,7718.4,21.0,7739.4,0.0
60,3,0,4861,8022.0,M01,7727.4,81.0,7808.4,0.0
54,8,4,4109,6990.0,M02,7738.4,85.0,7823.4,833.4
70,0,5,5757,7663.0,M05,7738.4,11.0,7749.4,86.4
76,4,7,6155,8052.0,M07,7739.4,49.0,7788.4,0.0
