Job,Production_Plan_ID,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
27,4,0,2226,4123.0,M02,2896.27,14.0,2910.27,0.0
25,6,1,1874,3882.0,M00,2901.85,37.0,2938.85,0.0
16,1,9,1310,3771.0,M08,2909.47,30.0,2939.47,0.0
12,8,4,992,3873.0,M02,2910.27,85.0,2995.27,0.0
27,4,1,2226,4123.0,M00,2950.18,6.0,2956.18,0.0
13,2,8,1046,3787.0,M09,2956.18,45.0,3001.18,0.0
18,5,6,1459,3853.0,M00,2956.18,47.0,3003.18,0.0
27,4,2,2226,4123.0,M01,2958.85,22.0,2980.85,0.0
15,7,6,1193,3794.0,M08,2967.53,19.0,2986.53,0.0
25,6,2,1874,3882.0,M03,2973.37,61.0,3034.37,0.0
27,4,3,2226,4123.0,M05,2980.85,61.0,3041.85,0.0
24,5,4,1673,4067.0,M08,2986.53,48.0,3034.53,0.0
12,8,5,992,3873.0,M09,3001.18,11.0,3012.18,0.0
13,2,9,1046,3787.0,M04,3001.18,33.0,3034.18,0.0
18,5,7,1459,3853.0,M06,3003.18,65.0,3068.18,0.0
22,2,1,1588,4329.0,M00,3003.18,85.0,3088.18,0.0
20,7,0,1537,4138.0,M02,3003.37,31.0,3034.37,0.0
15,7,7,1193,3794.0,M09,3012.18,48.0,3060.18,0.0
25,6,3,1874,3882.0,M02,3034.37,13.0,3047.37,0.0
17,3,0,1343,4504.0,M01,3038.85,81.0,3119.85,0.0
15,7,8,1193,3794.0,M07,3060.18,36.0,3096.18,0.0
24,5,5,1673,4067.0,M09,3060.18,72.0,3132.18,0.0
27,4,4,2226,4123.0,M03,3062.85,26.0,3088.85,0.0
18,5,8,1459,3853.0,M04,3068.18,6.0,3074.18,0.0
25,6,4,1874,3882.0,M06,3068.18,32.0,3100.18,0.0
28,0,0,2287,4193.0,M00,3088.18,29.0,3117.18,0.0
22,2,2,1588,4329.0,M03,3088.85,39.0,3127.85,0.0
18,5,9,1459,3853.0,M07,3096.18,25.0,3121.18,0.0
12,8,6,992,3873.0,M06,3100.18,40.0,3140.18,0.0
25,6,5,1874,3882.0,M05,3100.18,21.0,3121.18,0.0
20,7,1,1537,4138.0,M00,3117.18,86.0,3203.18,0.0
28,0,1,2287,4193.0,M01,3119.85,78.0,3197.85,0.0
15,7,9,1193,3794.0,M03,3127.85,79.0,3206.85,0.0
27,4,5,2226,4123.0,M04,3131.85,69.0,3200.85,0.0
25,6,6,1874,3882.0,M09,3132.18,32.0,3164.18,0.0
12,8,7,992,3873.0,M07,3140.18,89.0,3229.18,0.0
25,6,7,1874,3882.0,M08,3164.18,89.0,3253.18,0.0
28,0,2,2287,4193.0,M02,3197.85,9.0,3206.85,0.0
24,5,6,1673,4067.0,M00,3203.18,47.0,3250.18,0.0
20,7,2,1537,4138.0,M01,3205.85,46.0,3251.85,0.0
22,2,3,1588,4329.0,M02,3206.85,74.0,3280.85,0.0
28,0,3,2287,4193.0,M03,3206.85,36.0,3242.85,0.0
12,8,8,992,3873.0,M04,3229.18,26.0,3255.18,0.0
23,8,0,1626,4507.0,M00,3250.18,76.0,3326.18,0.0
24,5,7,1673,4067.0,M06,3250.18,65.0,3315.18,0.0
20,7,3,1537,4138.0,M05,3251.85,74.0,3325.85,0.0
26,9,0,1966,4572.0,M01,3251.85,85.0,3336.85,0.0
25,6,8,1874,3882.0,M07,3253.18,30.0,3283.18,0.0
12,8,9,992,3873.0,M08,3255.18,74.0,3329.18,0.0
17,3,1,1343,4504.0,M02,3280.85,95.0,3375.85,0.0
24,5,8,1673,4067.0,M04,3315.18,6.0,3321.18,0.0
25,6,9,1874,3882.0,M04,3321.18,55.0,3376.18,0.0
22,2,4,1588,4329.0,M08,3329.18,90.0,3419.18,0.0
23,8,1,1626,4507.0,M01,3336.85,69.0,3405.85,0.0
17,3,2,1343,4504.0,M00,3375.85,71.0,3446.85,0.0
20,7,4,1537,4138.0,M04,3376.18,32.0,3408.18,0.0
28,0,4,2287,4193.0,M04,3408.18,49.0,3457.18,0.0
22,2,5,1588,4329.0,M05,3419.18,10.0,3429.18,0.0
27,4,6,2226,4123.0,M08,3419.18,21.0,3440.18,0.0
33,6,0,2641,4649.0,M01,3435.85,46.0,3481.85,0.0
27,4,7,2226,4123.0,M07,3440.18,49.0,3489.18,0.0
26,9,1,1966,4572.0,M00,3446.85,13.0,3459.85,0.0
28,0,5,2287,4193.0,M05,3457.18,11.0,3468.18,0.0
26,9,2,1966,4572.0,M02,3459.85,61.0,3520.85,0.0
33,6,1,2641,4649.0,M00,3481.85,37.0,3518.85,0.0
24,5,9,1673,4067.0,M07,3489.18,25.0,3514.18,0.0
27,4,8,2226,4123.0,M09,3489.18,72.0,3561.18,0.0
22,2,6,1588,4329.0,M07,3514.18,12.0,3526.18,0.0
38,4,0,2770,4667.0,M02,3520.85,14.0,3534.85,0.0
