Job,Production_Plan_ID,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
58,6,4,4717,6725.0,M06,7202.24,32.0,7234.24,509.24
66,4,0,5587,7484.0,M02,7202.24,14.0,7216.24,0.0
54,8,2,4109,6990.0,M03,7203.9,76.0,7279.9,289.9
59,4,5,4738,6635.0,M04,7203.9,69.0,7272.9,637.9
63,5,0,5239,7633.0,M02,7216.24,84.0,7300.24,0.0
58,6,5,4717,6725.0,M05,7234.24,21.0,7255.24,530.24
58,6,6,4717,6725.0,M09,7255.24,32.0,7287.24,562.24
51,3,3,3843,7004.0,M04,7272.9,99.0,7371.9,367.9
59,4,6,4738,6635.0,M08,7272.9,21.0,7293.9,658.9
66,4,1,5587,7484.0,M00,7279.33,6.0,7285.33,0.0
53,9,7,4015,6621.0,M03,7279.9,52.0,7331.9,710.9
54,8,3,4109,6990.0,M05,7279.9,51.0,7330.9,340.9
56,2,1,4403,7144.0,M00,7285.33,85.0,7370.33,226.33
66,4,2,5587,7484.0,M01,7285.33,22.0,7307.33,0.0
58,6,7,4717,6725.0,M08,7293.9,89.0,7382.9,657.9
59,4,7,4738,6635.0,M07,7293.9,49.0,7342.9,707.9
57,7,2,4471,7072.0,M01,7307.33,46.0,7353.33,281.33
54,8,4,4109,6990.0,M02,7330.9,85.0,7415.9,425.9
66,4,3,5587,7484.0,M05,7330.9,61.0,7391.9,0.0
45,3,7,3467,6628.0,M03,7331.9,98.0,7429.9,801.9
63,5,1,5239,7633.0,M01,7353.33,2.0,7355.33,0.0
67,0,0,5649,7555.0,M00,7370.33,29.0,7399.33,0.0
51,3,4,3843,7004.0,M06,7371.9,9.0,7380.9,376.9
53,9,8,4015,6621.0,M04,7371.9,90.0,7461.9,840.9
51,3,5,3843,7004.0,M08,7382.9,52.0,7434.9,430.9
58,6,8,4717,6725.0,M07,7382.9,30.0,7412.9,687.9
63,5,2,5239,7633.0,M05,7391.9,52.0,7443.9,0.0
67,0,1,5649,7555.0,M01,7399.33,78.0,7477.33,0.0
61,7,0,5105,7706.0,M02,7415.9,31.0,7446.9,0.0
45,3,8,3467,6628.0,M09,7429.9,22.0,7451.9,823.9
56,2,2,4403,7144.0,M03,7429.9,39.0,7468.9,324.9
51,3,6,3843,7004.0,M07,7434.9,85.0,7519.9,515.9
45,3,9,3467,6628.0,M05,7451.9,43.0,7494.9,866.9
59,4,8,4738,6635.0,M09,7451.9,72.0,7523.9,888.9
58,6,9,4717,6725.0,M04,7461.9,55.0,7516.9,791.9
66,4,4,5587,7484.0,M03,7468.9,26.0,7494.9,10.9
67,0,2,5649,7555.0,M02,7477.33,9.0,7486.33,0.0
68,6,0,5651,7659.0,M01,7477.33,46.0,7523.33,0.0
56,2,3,4403,7144.0,M02,7486.33,74.0,7560.33,416.33
57,7,3,4471,7072.0,M05,7494.9,74.0,7568.9,496.9
63,5,3,5239,7633.0,M03,7494.9,95.0,7589.9,0.0
66,4,5,5587,7484.0,M04,7516.9,69.0,7585.9,101.9
53,9,9,4015,6621.0,M07,7519.9,45.0,7564.9,943.9
68,6,1,5651,7659.0,M00,7523.33,37.0,7560.33,0.0
54,8,5,4109,6990.0,M09,7523.9,11.0,7534.9,544.9
59,4,9,4738,6635.0,M06,7523.9,53.0,7576.9,941.9
56,2,4,4403,7144.0,M08,7560.33,90.0,7650.33,506.33
70,0,0,5757,7663.0,M00,7560.33,29.0,7589.33,0.0
54,8,6,4109,6990.0,M06,7576.9,40.0,7616.9,626.9
57,7,4,4471,7072.0,M04,7585.9,32.0,7617.9,545.9
61,7,1,5105,7706.0,M00,7589.33,86.0,7675.33,0.0
70,0,1,5757,7663.0,M01,7589.33,78.0,7667.33,4.33
68,6,2,5651,7659.0,M03,7589.9,61.0,7650.9,0.0
54,8,7,4109,6990.0,M07,7616.9,89.0,7705.9,715.9
66,4,6,5587,7484.0,M08,7650.33,21.0,7671.33,187.33
51,3,7,3843,7004.0,M03,7650.9,98.0,7748.9,744.9
68,6,3,5651,7659.0,M02,7650.9,13.0,7663.9,4.9
68,6,4,5651,7659.0,M06,7663.9,32.0,7695.9,36.9
70,0,2,5757,7663.0,M02,7667.33,9.0,7676.33,13.33
63,5,4,5239,7633.0,M08,7671.33,48.0,7719.33,86.33
61,7,2,5105,7706.0,M01,7675.33,46.0,7721.33,15.33
57,7,5,4471,7072.0,M06,7695.9,88.0,7783.9,711.9
68,6,5,5651,7659.0,M05,7695.9,21.0,7716.9,57.9
66,4,7,5587,7484.0,M07,7705.9,49.0,7754.9,270.9
68,6,6,5651,7659.0,M09,7716.9,32.0,7748.9,89.9
62,2,0,5179,7920.0,M01,7721.33,91.0,7812.33,0.0
51,3,8,3843,7004.0,M09,7748.9,22.0,7770.9,766.9
67,0,3,5649,7555.0,M03,7748.9,36.0,7784.9,229.9
51,3,9,3843,7004.0,M05,7770.9,43.0,7813.9,809.9
66,4,8,5587,7484.0,M09,7770.9,72.0,7842.9,358.9
67,0,4,5649,7555.0,M04,7784.9,49.0,7833.9,278.9
70,0,3,5757,7663.0,M03,7784.9,36.0,7820.9,157.9
62,2,1,5179,7920.0,M00,7812.33,85.0,7897.33,0.0
64,9,0,5413,8019.0,M01,7812.33,85.0,7897.33,0.0
56,2,5,4403,7144.0,M05,7813.9,10.0,7823.9,679.9
54,8,8,4109,6990.0,M04,7833.9,26.0,7859.9,869.9
67,0,5,5649,7555.0,M05,7833.9,11.0,7844.9,289.9
63,5,5,5239,7633.0,M09,7842.9,72.0,7914.9,281.9
67,0,6,5649,7555.0,M06,7844.9,62.0,7906.9,351.9
54,8,9,4109,6990.0,M08,7859.9,74.0,7933.9,943.9
70,0,4,5757,7663.0,M04,7859.9,49.0,7908.9,245.9
60,3,0,4861,8022.0,M01,7897.33,81.0,7978.33,0.0
62,2,2,5179,7920.0,M03,7897.33,39.0,7936.33,16.33
70,0,5,5757,7663.0,M05,7908.9,11.0,7919.9,256.9
63,5,6,5239,7633.0,M00,7914.9,47.0,7961.9,328.9
61,7,3,5105,7706.0,M05,7919.9,74.0,7993.9,287.9
70,0,6,5757,7663.0,M06,7919.9,62.0,7981.9,318.9
57,7,6,4471,7072.0,M08,7933.9,19.0,7952.9,880.9
