Job,Production_Plan_ID,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
23,8,5,1626,4507.0,M09,4320.0,11.0,4331.0,0.0
33,6,3,2641,4649.0,M02,4325.32,13.0,4338.32,0.0
33,6,4,2641,4649.0,M06,4338.32,32.0,4370.32,0.0
21,3,2,1561,4722.0,M00,4341.18,71.0,4412.18,0.0
29,1,1,2338,4799.0,M02,4341.18,90.0,4431.18,0.0
26,9,7,1966,4572.0,M03,4347.12,52.0,4399.12,0.0
40,4,6,2989,4886.0,M08,4358.78,21.0,4379.78,0.0
42,0,4,3252,5158.0,M04,4358.78,49.0,4407.78,0.0
23,8,6,1626,4507.0,M06,4370.32,40.0,4410.32,0.0
33,6,5,2641,4649.0,M05,4370.32,21.0,4391.32,0.0
40,4,7,2989,4886.0,M07,4379.78,49.0,4428.78,0.0
33,6,6,2641,4649.0,M09,4391.32,32.0,4423.32,0.0
38,4,3,2770,4667.0,M05,4391.32,61.0,4452.32,0.0
26,9,8,1966,4572.0,M04,4407.78,90.0,4497.78,0.0
49,6,0,3653,5661.0,M01,4409.18,46.0,4455.18,0.0
31,1,0,2520,4981.0,M00,4412.18,43.0,4455.18,0.0
33,6,7,2641,4649.0,M08,4423.32,89.0,4512.32,0.0
23,8,7,1626,4507.0,M07,4428.78,89.0,4517.78,10.78
40,4,8,2989,4886.0,M09,4428.78,72.0,4500.78,0.0
39,0,3,2781,4687.0,M03,4435.78,36.0,4471.78,0.0
17,3,9,1343,4504.0,M05,4452.32,43.0,4495.32,0.0
31,1,1,2520,4981.0,M02,4455.18,90.0,4545.18,0.0
49,6,1,3653,5661.0,M00,4455.18,37.0,4492.18,0.0
38,4,4,2770,4667.0,M03,4471.78,26.0,4497.78,0.0
38,4,5,2770,4667.0,M04,4497.78,69.0,4566.78,0.0
40,4,9,2989,4886.0,M06,4500.78,53.0,4553.78,0.0
26,9,9,1966,4572.0,M07,4517.78,45.0,4562.78,0.0
32,5,0,2588,4982.0,M02,4545.18,84.0,4629.18,0.0
33,6,8,2641,4649.0,M07,4562.78,30.0,4592.78,0.0
23,8,8,1626,4507.0,M04,4566.78,26.0,4592.78,85.78
38,4,6,2770,4667.0,M08,4566.78,21.0,4587.78,0.0
23,8,9,1626,4507.0,M08,4592.78,74.0,4666.78,159.78
38,4,7,2770,4667.0,M07,4592.78,49.0,4641.78,0.0
39,0,4,2781,4687.0,M04,4592.78,49.0,4641.78,0.0
41,5,0,3246,5640.0,M02,4629.18,84.0,4713.18,0.0
33,6,9,2641,4649.0,M04,4641.78,55.0,4696.78,47.78
38,4,8,2770,4667.0,M09,4641.78,72.0,4713.78,46.78
39,0,5,2781,4687.0,M05,4663.18,11.0,4674.18,0.0
39,0,6,2781,4687.0,M06,4674.18,62.0,4736.18,49.18
42,0,5,3252,5158.0,M05,4674.18,11.0,4685.18,0.0
29,1,2,2338,4799.0,M04,4696.78,75.0,4771.78,0.0
38,4,9,2770,4667.0,M06,4736.18,53.0,4789.18,122.18
39,0,7,2781,4687.0,M07,4736.18,56.0,4792.18,105.18
21,3,3,1561,4722.0,M04,4771.78,99.0,4870.78,148.78
29,1,3,2338,4799.0,M09,4771.78,11.0,4782.78,0.0
29,1,4,2338,4799.0,M03,4782.78,69.0,4851.78,52.78
39,0,8,2781,4687.0,M08,4792.18,44.0,4836.18,149.18
39,0,9,2781,4687.0,M09,4836.18,21.0,4857.18,170.18
29,1,5,2338,4799.0,M01,4851.78,28.0,4879.78,80.78
49,6,2,3653,5661.0,M03,4851.78,61.0,4912.78,0.0
21,3,4,1561,4722.0,M06,4870.78,9.0,4879.78,157.78
31,1,2,2520,4981.0,M04,4870.78,75.0,4945.78,0.0
21,3,5,1561,4722.0,M08,4879.78,52.0,4931.78,209.78
29,1,6,2338,4799.0,M06,4879.78,46.0,4925.78,126.78
49,6,3,3653,5661.0,M02,4912.78,13.0,4925.78,0.0
29,1,7,2338,4799.0,M05,4925.78,46.0,4971.78,172.78
42,0,6,3252,5158.0,M06,4925.78,62.0,4987.78,0.0
21,3,6,1561,4722.0,M07,4931.78,85.0,5016.78,294.78
31,1,3,2520,4981.0,M09,4945.78,11.0,4956.78,0.0
31,1,4,2520,4981.0,M03,4956.78,69.0,5025.78,44.78
49,6,4,3653,5661.0,M06,4987.78,32.0,5019.78,0.0
29,1,8,2338,4799.0,M07,5016.78,72.0,5088.78,289.78
49,6,5,3653,5661.0,M05,5019.78,21.0,5040.78,0.0
21,3,7,1561,4722.0,M03,5025.78,98.0,5123.78,401.78
31,1,5,2520,4981.0,M01,5025.78,28.0,5053.78,72.78
49,6,6,3653,5661.0,M09,5040.78,32.0,5072.78,0.0
31,1,6,2520,4981.0,M06,5053.78,46.0,5099.78,118.78
32,5,1,2588,4982.0,M01,5053.78,2.0,5055.78,73.78
41,5,1,3246,5640.0,M01,5055.78,2.0,5057.78,0.0
34,9,0,2645,5251.0,M01,5057.78,85.0,5142.78,0.0
41,5,2,3246,5640.0,M05,5057.78,52.0,5109.78,0.0
29,1,9,2338,4799.0,M08,5088.78,30.0,5118.78,319.78
42,0,7,3252,5158.0,M07,5088.78,56.0,5144.78,0.0
31,1,7,2520,4981.0,M05,5109.78,46.0,5155.78,174.78
49,6,7,3653,5661.0,M08,5118.78,89.0,5207.78,0.0
21,3,8,1561,4722.0,M09,5123.78,22.0,5145.78,423.78
41,5,3,3246,5640.0,M03,5123.78,95.0,5218.78,0.0
34,9,1,2645,5251.0,M00,5142.78,13.0,5155.78,0.0
21,3,9,1561,4722.0,M05,5155.78,43.0,5198.78,476.78
30,8,0,2379,5260.0,M00,5155.78,76.0,5231.78,0.0
31,1,8,2520,4981.0,M07,5155.78,72.0,5227.78,246.78
34,9,2,2645,5251.0,M02,5155.78,61.0,5216.78,0.0
32,5,2,2588,4982.0,M05,5198.78,52.0,5250.78,268.78
42,0,8,3252,5158.0,M08,5207.78,44.0,5251.78,93.78
34,9,3,2645,5251.0,M06,5216.78,7.0,5223.78,0.0
35,7,0,2691,5292.0,M02,5216.78,31.0,5247.78,0.0
49,6,8,3653,5661.0,M07,5227.78,30.0,5257.78,0.0
30,8,1,2379,5260.0,M01,5231.78,69.0,5300.78,40.78
35,7,1,2691,5292.0,M00,5247.78,86.0,5333.78,41.78
46,7,0,3531,6132.0,M02,5247.78,31.0,5278.78,0.0
